description_arm,code,description_eng,abb_code,date,sna_info,value,quarter,year,USD_AMD,value_usd,value_yoy,value_usd_yoy
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2018-09-30,SNA 2008,63794,3,2018,482.5387692307692,132.20492127854533,251805.4,521.5598730490034
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2018-12-31,SNA 2008,84320.4,4,2018,485.70969696969695,173.6024636239879,256547.9,530.4440246161091
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2019-03-31,SNA 2008,57213.7,1,2019,486.6484375,117.56680098248545,266011.7,548.8659727086218
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2019-06-30,SNA 2008,76934.8,2,2019,479.89784615384616,160.3149516435549,282262.89999999997,583.6891375285735
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2019-09-30,SNA 2008,65376,3,2019,475.18439393939394,137.58027585463634,283844.89999999997,589.0644921046646
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2019-12-31,SNA 2008,117205.9,4,2019,475.6837878787879,246.39456501693095,316730.4,661.8565934976076
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2020-03-31,SNA 2008,61380.1,1,2020,480.4115384615384,127.7656656552475,320896.8,672.0554581703698
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2020-06-30,SNA 2008,83817.2,2,2020,483.2713846153846,173.43712594675264,327779.2,685.1776324735674
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2020-09-30,SNA 2008,106880.4,3,2020,484.37666666666667,220.65555043251464,369283.6,768.2529070514457
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2020-12-31,SNA 2008,130314.7,4,2020,500.8028787878788,260.2115633109138,382392.4,782.0699053454285
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2021-03-31,SNA 2008,62950.9,1,2021,522.54765625,120.46920361629697,383963.2,774.7734433064779
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2021-06-30,SNA 2008,85614.5,2,2021,518.8441538461539,165.01005044645095,385760.5,766.3463678061762
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2021-09-30,SNA 2008,134302.4,3,2021,489.9818181818182,274.09670117629594,413182.5,819.7875185499577
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2021-12-31,SNA 2008,119631.5,4,2021,481.31742424242424,248.55011261704385,402499.3,808.1260678560877
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2022-03-31,SNA 2008,61236.8,1,2022,486.89070646666664,125.77114162722754,400785.2,813.4280058670182
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2022-06-30,SNA 2008,87459.3,2,2022,453.17880192307695,192.99071278017425,402630,841.4086682007415
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2022-09-30,SNA 2008,142934.2,3,2022,407.2822706630435,350.9462854037505,411261.8,918.258252428196
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2022-12-31,SNA 2008,120000.3,4,2022,397.96744542391303,301.5329554712101,411630.6,971.2410952823624
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2023-03-31,SNA 2008,75677.4,1,2023,392.3491623888889,192.88278720725296,426071.1999999999,1038.3527408623877
բնակչության անհատական պահանջմունքները,NA,Individual consumption expenditure,Individ,2023-06-30,SNA 2008,103646.7,2,2023,386.818423,267.94664844595576,442258.6,1113.3086765281694
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2000-03-31,SNA 1993,11349.8,1,2000,NA,NA,NA,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2000-06-30,SNA 1993,17103.3,2,2000,NA,NA,NA,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2000-09-30,SNA 1993,22089.7,3,2000,NA,NA,NA,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2000-12-31,SNA 1993,28889.5,4,2000,NA,NA,79432.3,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2001-03-31,SNA 1993,12610.6,1,2001,NA,NA,80693.1,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2001-06-30,SNA 1993,27191.2,2,2001,NA,NA,90781,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2001-09-30,SNA 1993,24325.3,3,2001,NA,NA,93016.6,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2001-12-31,SNA 1993,20541.4,4,2001,NA,NA,84668.5,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2002-03-31,SNA 1993,14322.1,1,2002,NA,NA,86380,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2002-06-30,SNA 1993,21727.8,2,2002,NA,NA,80916.59999999999,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2002-09-30,SNA 1993,24567.4,3,2002,NA,NA,81158.70000000001,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2002-12-31,SNA 1993,24341.1,4,2002,NA,NA,84958.4,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2003-03-31,SNA 1993,15686.3,1,2003,NA,NA,86322.59999999999,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2003-06-30,SNA 1993,29946.5,2,2003,NA,NA,94541.3,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2003-09-30,SNA 1993,26687,3,2003,NA,NA,96660.9,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2003-12-31,SNA 1993,29539,4,2003,NA,NA,101858.8,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2004-03-31,SNA 1993,18981.2,1,2004,NA,NA,105153.7,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2004-06-30,SNA 1993,34829.6,2,2004,NA,NA,110036.8,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2004-09-30,SNA 1993,32216.5,3,2004,NA,NA,115566.3,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2004-12-31,SNA 1993,32760.9,4,2004,482.9347826086956,67.83711006076976,118788.2,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2005-03-31,SNA 1993,23383.6,1,2005,475.8203125,49.14376159592808,123190.6,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2005-06-30,SNA 1993,40475.5,2,2005,450.4923076923077,89.84726111604398,128836.5,NA
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2005-09-30,SNA 1993,39788.7,3,2005,453.2583333333333,87.78371421742567,136408.7,294.61184699016746
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2005-12-31,SNA 1993,40138.1,4,2005,452.29846153846154,88.74250835051055,143785.9,315.51724527990825
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2006-03-31,SNA 1993,26620.3,1,2006,451.4187692307692,58.97029945246133,147022.59999999998,325.3437831364416
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2006-06-30,SNA 1993,40433.9,2,2006,436.1709230769231,92.7019612283258,146981,328.19848324872333
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2006-09-30,SNA 1993,44506.3,3,2006,401.02215384615386,110.98214792660602,151698.59999999998,351.3969169579037
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2006-12-31,SNA 1993,55412,4,2006,373.5910769230769,148.32260035859858,166972.5,410.9770089659918
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2007-03-31,SNA 1993,31428.6,1,2007,359.4236923076923,87.44164803998196,171780.80000000002,439.4483575535123
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2007-06-30,SNA 1993,43942.6,2,2007,353.1206153846154,124.44076637139456,175289.5,471.1871626965811
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2007-09-30,SNA 1993,53045.5,3,2007,337.5812307692308,157.13403224204043,183828.7,517.3390470120155
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2007-12-31,SNA 1993,57637,4,2007,316.85318181818184,181.9044381036815,186053.7,550.9208847570984
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2008-03-31,SNA 1993,43769.1,1,2008,307.58353846153847,142.29987800687542,198394.2,605.7791147239918
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2008-06-30,SNA 1993,56627.4,2,2008,307.10615384615386,184.3903135473076,211079,665.728661899905
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2008-09-30,SNA 1993,60896.1,3,2008,302.1589393939394,201.53664863314455,218929.6,710.131278291009
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2008-12-31,SNA 1993,65370.9,4,2008,306.21378787878785,213.48124280372548,226663.5,741.7080829910531
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2009-03-31,SNA 1993,48612.3,1,2009,326.3721875,148.9474344378686,231506.7,748.3556394220464
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2009-06-30,SNA 1993,61613.5,2,2009,371.06738461538464,166.0439654750661,236492.8,730.0092913498048
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2009-09-30,SNA 1993,65976.2,3,2009,372.92015151515153,176.9177657252974,241572.9,705.3904084419576
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2009-12-31,SNA 1993,75956.2,4,2009,384.27666666666664,197.66019274307575,252158.2,689.5693583813079
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2010-03-31,SNA 1993,51021.7,1,2010,384.50203125,132.6955278601015,254567.6,673.3174518035407
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2010-06-30,SNA 1993,68176.1,2,2010,383.7153846153846,177.67361626205323,261130.2,684.9471025905278
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2010-09-30,SNA 1993,64150.3,3,2010,365.6118181818182,175.46013780139393,259304.3,683.4894746666243
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2010-12-31,SNA 1993,87609.7,4,2010,359.4166666666667,243.7552515650359,270957.8,729.5845334885845
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2011-03-31,SNA 1993,50040.1,1,2011,364.49921875,137.2845192140758,269976.2,734.1735248425589
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2011-06-30,SNA 1993,65304.8,2,2011,373.63092307692307,174.78424821533056,267104.9,731.2841567958361
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2011-09-30,SNA 1993,76784.5,3,2011,371.8333333333333,206.50246526221423,279739.1,762.3264842566565
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2011-12-31,SNA 1993,100867.3,4,2011,380.833076923077,264.85960939882807,292996.7,783.4308420904487
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2012-03-31,SNA 1993,58691.1,1,2012,388.402,151.1091600970129,301647.69999999995,797.2554829733858
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2012-06-30,SNA 1993,76044.8,2,2012,401.5170769230769,189.39368801633495,312387.7,811.8649227743903
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2012-09-30,SNA 1993,81808.4,3,2012,411.13461538461536,198.9820290939707,317411.6,804.3444866061467
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2012-12-31,SNA 1993,94279,4,2012,406.4506060606061,231.9568444337416,310823.3,771.4417216410602
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2013-03-31,SNA 2008,52581.2,1,2013,409.29359375,128.46817248773513,304713.4,748.8007340317824
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2013-06-30,SNA 2008,73021.7,2,2013,414.35,176.23192952817664,301690.3,735.6389755436242
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2013-09-30,SNA 2008,93087.3,3,2013,408.42560606060607,227.91739454794816,312969.2,764.5743409976014
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2013-12-31,SNA 2008,106873.6,4,2013,404.0480303030303,264.5071674272148,325563.80000000005,797.1246639910748
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2014-03-31,SNA 2008,65020.6,1,2014,408.91578125,159.00731392963328,338003.19999999995,827.6638054329728
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2014-06-30,SNA 2008,73970,2,2014,413.02861538461536,179.0917075590963,338951.5,830.5235834638926
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2014-09-30,SNA 2008,108017.3,3,2014,408.3884848484848,264.4964390709381,353881.5,867.1026279868826
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2014-12-31,SNA 2008,108454.2,4,2014,430.96363636363634,251.65510694848751,355462.10000000003,854.2505675081552
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2015-03-31,SNA 2008,75976.1,1,2015,476.72890625,159.36961028362228,366417.6,854.6128638621442
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2015-06-30,SNA 2008,109507.2,2,2015,476.5458461538461,229.79363031662464,401954.8,905.3147866196724
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2015-09-30,SNA 2008,111637,3,2015,479.005,233.06019770148535,405574.5,873.8785452502198
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2015-12-31,SNA 2008,110122.6,4,2015,477.9307575757576,230.41538602491863,407242.9,852.638824326651
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2016-03-31,SNA 2008,89822.2,1,2016,487.54242424242426,184.2346338158606,421089.00000000006,877.5038478588892
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2016-06-30,SNA 2008,114903.7,2,2016,478.514,240.1260987139352,426485.5,887.8363162561999
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2016-09-30,SNA 2008,107746.7,3,2016,475.29621212121214,226.6937906345485,422595.2,881.4699091892629
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2016-12-31,SNA 2008,119601.9,4,2016,478.71,249.84207557811615,432074.5,900.8965987424606
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2017-03-31,SNA 2008,70475.1,1,2017,485.5846153846154,145.13454044292368,412727.4,861.7965053695236
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2017-06-30,SNA 2008,98122.2,2,2017,483.3658461538462,202.99779303970425,395945.9,824.6681996952925
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2017-09-30,SNA 2008,103492.8,3,2017,478.6426153846154,216.22144931002,391692,814.195858370764
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2017-12-31,SNA 2008,155019.5,4,2017,483.1150769230769,320.87489586809704,427109.6,885.228678660745
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2018-03-31,SNA 2008,69048.8,1,2018,481.61753846153846,143.3685330907321,425683.3,883.4626713085534
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2018-06-30,SNA 2008,104446.7,2,2018,483.5663076923077,215.9925088628367,432007.8,896.4573871316857
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2018-09-30,SNA 2008,118127.1,3,2018,482.5387692307692,244.803335052871,446642.1,925.0392728745368
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2018-12-31,SNA 2008,142987.7,4,2018,485.70969696969695,294.3892223937232,434610.3,898.553599400163
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2019-03-31,SNA 2008,82850.4,1,2019,486.6484375,170.24692491692218,448411.9,925.4319912263528
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2019-06-30,SNA 2008,100138.9,2,2019,479.89784615384616,208.66711697617697,444104.1,918.1065993396934
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2019-09-30,SNA 2008,139678.3,3,2019,475.18439393939394,293.94546997226274,465655.3,967.248734259085
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2019-12-31,SNA 2008,182741.6,4,2019,475.6837878787879,384.1661302246559,505409.1999999999,1057.0256420900178
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2020-03-31,SNA 2008,88937.3,1,2020,480.4115384615384,185.12731872513152,511496.1,1071.9060358982272
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2020-06-30,SNA 2008,113642.1,2,2020,483.2713846153846,235.15172554742296,524999.3,1098.390644469473
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2020-09-30,SNA 2008,124017.5,3,2020,484.37666666666667,256.0352480507594,509338.5,1060.4804225479695
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2020-12-31,SNA 2008,216356.1,4,2020,500.8028787878788,432.0184830479784,542953,1108.3327753712924
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2021-03-31,SNA 2008,93708.5,1,2021,522.54765625,179.33005512356078,547724.2,1102.5355117697216
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2021-06-30,SNA 2008,107553.5,2,2021,518.8441538461539,207.29442396664535,541635.6,1074.678210188944
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2021-09-30,SNA 2008,135969.1,3,2021,489.9818181818182,277.4982559649709,553587.2,1096.1412181031556
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2021-12-31,SNA 2008,214636.8,4,2021,481.31742424242424,445.93606877588184,551867.8999999999,1110.0588038310589
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2022-03-31,SNA 2008,91805.7,1,2022,486.89070646666664,188.5550469143842,549965.1,1119.2837956218823
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2022-06-30,SNA 2008,133358.5,2,2022,453.17880192307695,294.2734731503095,575770.1000000001,1206.2628448055464
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2022-09-30,SNA 2008,153482.8,3,2022,407.2822706630435,376.8462588615373,593283.8,1305.6108477021128
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2022-12-31,SNA 2008,289331.9,4,2022,397.96744542391303,727.0240400990716,667978.9,1586.6988190253028
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2023-03-31,SNA 2008,113749.1,1,2023,392.3491623888889,289.91803960385187,689922.2999999999,1688.06181171477
կոլեկտիվ պահանջմունքները,NA,Collective consumption expenditure,collective,2023-06-30,SNA 2008,165552.1,2,2023,386.818423,427.9840104720142,722115.9,1821.7723490364751
Համախառն կուտակում,P.5,Gross capital formation,gcf,2000-03-31,SNA 1993,21448.8,1,2000,NA,NA,NA,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2000-06-30,SNA 1993,42258.5,2,2000,NA,NA,NA,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2000-09-30,SNA 1993,60785.7,3,2000,NA,NA,NA,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2000-12-31,SNA 1993,67785.4,4,2000,NA,NA,192278.4,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2001-03-31,SNA 1993,22609.9,1,2001,NA,NA,193439.49999999997,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2001-06-30,SNA 1993,43751.8,2,2001,NA,NA,194932.8,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2001-09-30,SNA 1993,81286.3,3,2001,NA,NA,215433.39999999997,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2001-12-31,SNA 1993,84681.3,4,2001,NA,NA,232329.3,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2002-03-31,SNA 1993,23183.5,1,2002,NA,NA,232902.9,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2002-06-30,SNA 1993,57202.6,2,2002,NA,NA,246353.7,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2002-09-30,SNA 1993,102336.3,3,2002,NA,NA,267403.7,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2002-12-31,SNA 1993,112485.6,4,2002,NA,NA,295208,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2003-03-31,SNA 1993,29654.4,1,2003,NA,NA,301678.9,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2003-06-30,SNA 1993,84867.4,2,2003,NA,NA,329343.7,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2003-09-30,SNA 1993,142371.7,3,2003,NA,NA,369379.1,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2003-12-31,SNA 1993,137211.2,4,2003,NA,NA,394104.7,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2004-03-31,SNA 1993,33263.9,1,2004,NA,NA,397714.20000000007,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2004-06-30,SNA 1993,100037.5,2,2004,NA,NA,412884.3000000001,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2004-09-30,SNA 1993,178321.6,3,2004,NA,NA,448834.1999999999,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2004-12-31,SNA 1993,163042.5,4,2004,482.9347826086956,337.60769750168805,474665.5,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2005-03-31,SNA 1993,44545.5,1,2005,475.8203125,93.61832361875052,485947.1,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2005-06-30,SNA 1993,146751.6,2,2005,450.4923076923077,325.7582815381463,532661.2,NA
Համախառն կուտակում,P.5,Gross capital formation,gcf,2005-09-30,SNA 1993,235046.1,3,2005,453.2583333333333,518.5698369215495,589385.7,1275.5541395801342
Համախառն կուտակում,P.5,Gross capital formation,gcf,2005-12-31,SNA 1993,256980.1,4,2005,452.29846153846154,568.1648775145071,683323.3,1506.1113195929534
Համախառն կուտակում,P.5,Gross capital formation,gcf,2006-03-31,SNA 1993,46542.9,1,2006,451.4187692307692,103.10359952314448,685320.7000000001,1515.5965954973476
Համախառն կուտակում,P.5,Gross capital formation,gcf,2006-06-30,SNA 1993,204482.1,2,2006,436.1709230769231,468.8118560437316,743051.2,1658.6501700029326
Համախառն կուտակում,P.5,Gross capital formation,gcf,2006-09-30,SNA 1993,328841.3,3,2006,401.02215384615386,820.0078146459585,836846.3999999999,1960.088147727342
Համախառն կուտակում,P.5,Gross capital formation,gcf,2006-12-31,SNA 1993,373868.7,4,2006,373.5910769230769,1000.7431202030028,953735,2392.6663904158377
Համախառն կուտակում,P.5,Gross capital formation,gcf,2007-03-31,SNA 1993,68932.7,1,2007,359.4236923076923,191.7867449344121,976124.8,2481.349535827105
Համախառն կուտակում,P.5,Gross capital formation,gcf,2007-06-30,SNA 1993,242442,2,2007,353.1206153846154,686.5699408003541,1014084.7,2699.107620583727
Համախառն կուտակում,P.5,Gross capital formation,gcf,2007-09-30,SNA 1993,414526,3,2007,337.5812307692308,1227.9296424609824,1099769.4,3107.0294483987514
Համախառն կուտակում,P.5,Gross capital formation,gcf,2007-12-31,SNA 1993,463979.4,4,2007,316.85318181818184,1464.3356185901987,1189880.1,3570.6219467859473
Համախառն կուտակում,P.5,Gross capital formation,gcf,2008-03-31,SNA 1993,101025.4,1,2008,307.58353846153847,328.4486566001081,1221972.7999999998,3707.283858451643
Համախառն կուտակում,P.5,Gross capital formation,gcf,2008-06-30,SNA 1993,293437.3,2,2008,307.10615384615386,955.4914361859342,1272968.1,3976.205353837224
Համախառն կուտակում,P.5,Gross capital formation,gcf,2008-09-30,SNA 1993,621457.7,3,2008,302.1589393939394,2056.7245213611736,1479899.8,4805.000232737415
Համախառն կուտակում,P.5,Gross capital formation,gcf,2008-12-31,SNA 1993,442455,4,2008,306.21378787878785,1444.9218732604622,1458375.4,4785.586487407678
Համախառն կուտակում,P.5,Gross capital formation,gcf,2009-03-31,SNA 1993,94707.6,1,2009,326.3721875,290.18281467381473,1452057.6,4747.320645481384
Համախառն կուտակում,P.5,Gross capital formation,gcf,2009-06-30,SNA 1993,181554.5,2,2009,371.06738461538464,489.276361996038,1340174.8,4281.105571291489
Համախառն կուտակում,P.5,Gross capital formation,gcf,2009-09-30,SNA 1993,377388.1,3,2009,372.92015151515153,1011.9809789486984,1096105.2,3236.3620288790135
Համախառն կուտակում,P.5,Gross capital formation,gcf,2009-12-31,SNA 1993,435551.2,4,2009,384.27666666666664,1133.4312951606048,1089201.4,2924.871450779156
Համախառն կուտակում,P.5,Gross capital formation,gcf,2010-03-31,SNA 1993,100266.3,1,2010,384.50203125,260.76923358255993,1094760.1,2895.457869687901
Համախառն կուտակում,P.5,Gross capital formation,gcf,2010-06-30,SNA 1993,223432.1,2,2010,383.7153846153846,582.2860092616723,1136637.7000000002,2988.467516953536
Համախառն կուտակում,P.5,Gross capital formation,gcf,2010-09-30,SNA 1993,361305.5,3,2010,365.6118181818182,988.2216110977116,1120555.1,2964.7081491025488
Համախառն կուտակում,P.5,Gross capital formation,gcf,2010-12-31,SNA 1993,452338.2,4,2010,359.4166666666667,1258.5342916763273,1137342.1,3089.811145618271
Համախառն կուտակում,P.5,Gross capital formation,gcf,2011-03-31,SNA 1993,109677.8,1,2011,364.49921875,300.89995906198357,1146753.6,3129.9418710976947
Համախառն կուտակում,P.5,Gross capital formation,gcf,2011-06-30,SNA 1993,206710.9,2,2011,373.63092307692307,553.248907498597,1130032.4,3100.9047693346197
Համախառն կուտակում,P.5,Gross capital formation,gcf,2011-09-30,SNA 1993,305155.5,3,2011,371.8333333333333,820.6781712236666,1073882.4,2933.3613294605743
Համախառն կուտակում,P.5,Gross capital formation,gcf,2011-12-31,SNA 1993,409103.7,4,2011,380.833076923077,1074.233633552354,1030647.9,2749.060671336601
Համախառն կուտակում,P.5,Gross capital formation,gcf,2012-03-31,SNA 1993,98988.7,1,2012,388.402,254.86145797395483,1019958.8,2703.022170248572
Համախառն կուտակում,P.5,Gross capital formation,gcf,2012-06-30,SNA 1993,199178.3,2,2012,401.5170769230769,496.06433062910247,1012426.2,2645.837593379078
Համախառն կուտակում,P.5,Gross capital formation,gcf,2012-09-30,SNA 1993,298226,3,2012,411.13461538461536,725.3731231582394,1005496.7,2550.53254531365
Համախառն կուտակում,P.5,Gross capital formation,gcf,2012-12-31,SNA 1993,420098.5,4,2012,406.4506060606061,1033.5782349340595,1016491.5,2509.8771466953563
Համախառն կուտակում,P.5,Gross capital formation,gcf,2013-03-31,SNA 2008,103226.1,1,2013,409.29359375,252.2055110959088,1020728.9,2507.22119981731
Համախառն կուտակում,P.5,Gross capital formation,gcf,2013-06-30,SNA 2008,192183.9,2,2013,414.35,463.8202003137443,1013734.5,2474.977069501952
Համախառն կուտակում,P.5,Gross capital formation,gcf,2013-09-30,SNA 2008,265952,3,2013,408.42560606060607,651.163874285922,981460.5,2400.767820629635
Համախառն կուտակում,P.5,Gross capital formation,gcf,2013-12-31,SNA 2008,447825.3000000001,4,2013,404.0480303030303,1108.3466974560856,1009187.3,2475.536283151661
