"date","year","months","hh","indicator","value","info"
"2017-09-01",2017,"sep","1.1.7","Հաստատագրված վճար",327.34999999999997,NA
"2017-09-01",2017,"sep","1.1.8","Բնապահպանական հարկ և բնօգտագործման վճար",3783.88,NA
"2017-09-01",2017,"sep","1.1.9","Մաքսատուրք",6480.7300000000005,NA
"2017-09-01",2017,"sep","1.1.9.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",5971.800000000001,NA
"2017-09-01",2017,"sep","1.1.10","Սոցիալական վճար",1302.56,NA
"2017-09-01",2017,"sep","1.1.11","Այլ հարկային եկամուտներ",1623.87127,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային վճարները, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը,  ծխախոտի արտադրանքի համար հաստատագրված վճարը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ"
"2017-09-01",2017,"sep","1.2","Պետական տուրք",4169.229999999998,NA
"2017-10-01",2017,"oct","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",100470.30879,"Լրացվում է բոլոր տեսակի հարկային եկամուտների և պետական տուրքի հանրագումարը՝ բացառությամբ ՀՀ ԿԱ ՊԵԿ զարգացման և խրախուսման ֆոնդին մասհանվող գումարների և հարկային մարմնի կողմից հավաքագրվող գումարներից նվազեցված՝ ապրանքների արտահանման համար ԱԱՀ-ի վերադարձի գումարների: Աղյուսակում գումարային ցուցանիշները լրացվում են ստորակետից հետո մեկ նիշի ճշտությամբ"
"2017-10-01",2017,"oct","1.1","Հարկային եկամուտներ",96681.71879,NA
"2017-10-01",2017,"oct","1.1.1","ԱԱՀ",36615.44,NA
"2017-10-01",2017,"oct","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",8621.92,NA
"2017-10-01",2017,"oct","1.1.2","Շահութահարկ",6404.53,NA
"2017-10-01",2017,"oct","1.1.3","Եկամտային հարկ",27682.52,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2017-10-01",2017,"oct","1.1.4","Ակցիզային հարկ",9943.929999999998,NA
"2017-10-01",2017,"oct","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1129.52,NA
"2017-10-01",2017,"oct","1.1.5","Շրջանառության հարկ",2394.45,NA
"2017-10-01",2017,"oct","1.1.6","Արտոնագրային հարկ",486.47,NA
"2017-10-01",2017,"oct","1.1.7","Հաստատագրված վճար",372.26,NA
"2017-10-01",2017,"oct","1.1.8","Բնապահպանական հարկ և բնօգտագործման վճար",2680.54,NA
"2017-10-01",2017,"oct","1.1.9","Մաքսատուրք",6619.45,NA
"2017-10-01",2017,"oct","1.1.9.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6175.159999999999,NA
"2017-10-01",2017,"oct","1.1.10","Սոցիալական վճար",1418.45,NA
"2017-10-01",2017,"oct","1.1.11","Այլ հարկային եկամուտներ",2063.6787900000004,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային վճարները, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը,  ծխախոտի արտադրանքի համար հաստատագրված վճարը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ"
"2017-10-01",2017,"oct","1.2","Պետական տուրք",3788.590000000001,NA
"2017-11-01",2017,"nov","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",106449.64177000002,"Լրացվում է բոլոր տեսակի հարկային եկամուտների և պետական տուրքի հանրագումարը՝ բացառությամբ ՀՀ ԿԱ ՊԵԿ զարգացման և խրախուսման ֆոնդին մասհանվող գումարների և հարկային մարմնի կողմից հավաքագրվող գումարներից նվազեցված՝ ապրանքների արտահանման համար ԱԱՀ-ի վերադարձի գումարների: Աղյուսակում գումարային ցուցանիշները լրացվում են ստորակետից հետո մեկ նիշի ճշտությամբ"
"2017-11-01",2017,"nov","1.1","Հարկային եկամուտներ",102542.54177,NA
"2017-11-01",2017,"nov","1.1.1","ԱԱՀ",45357.060000000005,NA
"2017-11-01",2017,"nov","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",10200.99,NA
"2017-11-01",2017,"nov","1.1.2","Շահութահարկ",5380.93,NA
"2017-11-01",2017,"nov","1.1.3","Եկամտային հարկ",29347.06,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2017-11-01",2017,"nov","1.1.4","Ակցիզային հարկ",9418.42,NA
"2017-11-01",2017,"nov","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1223.3300000000002,NA
"2017-11-01",2017,"nov","1.1.5","Շրջանառության հարկ",1383.42,NA
"2017-11-01",2017,"nov","1.1.6","Արտոնագրային հարկ",479.29,NA
"2017-11-01",2017,"nov","1.1.7","Հաստատագրված վճար",272.79999999999995,NA
"2017-11-01",2017,"nov","1.1.8","Բնապահպանական հարկ և բնօգտագործման վճար",1465.48,NA
"2017-11-01",2017,"nov","1.1.9","Մաքսատուրք",6707.9,NA
"2017-11-01",2017,"nov","1.1.9.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6269.07,NA
"2017-11-01",2017,"nov","1.1.10","Սոցիալական վճար",1396.66,NA
"2017-11-01",2017,"nov","1.1.11","Այլ հարկային եկամուտներ",1333.52177,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային վճարները, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը,  ծխախոտի արտադրանքի համար հաստատագրված վճարը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ"
"2017-11-01",2017,"nov","1.2","Պետական տուրք",3907.099999999999,NA
"2017-12-01",2017,"dec","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",114368.86128,"Լրացվում է բոլոր տեսակի հարկային եկամուտների և պետական տուրքի հանրագումարը՝ բացառությամբ ՀՀ ԿԱ ՊԵԿ զարգացման և խրախուսման ֆոնդին մասհանվող գումարների և հարկային մարմնի կողմից հավաքագրվող գումարներից նվազեցված՝ ապրանքների արտահանման համար ԱԱՀ-ի վերադարձի գումարների: Աղյուսակում գումարային ցուցանիշները լրացվում են ստորակետից հետո մեկ նիշի ճշտությամբ"
"2017-12-01",2017,"dec","1.1","Հարկային եկամուտներ",109593.45128,NA
"2017-12-01",2017,"dec","1.1.1","ԱԱՀ",36975.34,NA
"2017-12-01",2017,"dec","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",8670.4,NA
"2017-12-01",2017,"dec","1.1.2","Շահութահարկ",10318.13,NA
"2017-12-01",2017,"dec","1.1.3","Եկամտային հարկ",36190.7,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2017-12-01",2017,"dec","1.1.4","Ակցիզային հարկ",8539.609999999999,NA
"2017-12-01",2017,"dec","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",948.11,NA
"2017-12-01",2017,"dec","1.1.5","Շրջանառության հարկ",1514.2999999999995,NA
"2017-12-01",2017,"dec","1.1.6","Արտոնագրային հարկ",268.63000000000005,NA
"2017-12-01",2017,"dec","1.1.7","Հաստատագրված վճար",303.48,NA
"2017-12-01",2017,"dec","1.1.8","Բնապահպանական հարկ և բնօգտագործման վճար",4650.8099999999995,NA
"2017-12-01",2017,"dec","1.1.9","Մաքսատուրք",7017.44,NA
"2017-12-01",2017,"dec","1.1.9.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6574.99,NA
"2017-12-01",2017,"dec","1.1.10","Սոցիալական վճար",1872.38,NA
"2017-12-01",2017,"dec","1.1.11","Այլ հարկային եկամուտներ",1942.63128,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային վճարները, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը,  ծխախոտի արտադրանքի համար հաստատագրված վճարը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ"
"2017-12-01",2017,"dec","1.2","Պետական տուրք",4775.410000000003,NA
"2018-01-01",2018,"jan","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",89613.9094563,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-01-01",2018,"jan","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",54439.90808,NA
"2018-01-01",2018,"jan","1.1.1","ԱԱՀ",32384.5,NA
"2018-01-01",2018,"jan","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",5500.04,NA
"2018-01-01",2018,"jan","1.1.2","Շահութահարկ",2906.199,NA
"2018-01-01",2018,"jan","1.1.3","Եկամտային հարկ",17699.07,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-01-01",2018,"jan","1.1.4","Ակցիզային հարկ",16819.882,NA
"2018-01-01",2018,"jan","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",538.83,NA
"2018-01-01",2018,"jan","1.1.5","Շրջանառության հարկ",13.928,NA
"2018-01-01",2018,"jan","1.1.6","Արտոնագրային հարկ",171.093,NA
"2018-01-01",2018,"jan","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",1914.033,NA
"2018-01-01",2018,"jan","1.1.8","Մաքսատուրք",5028.074,NA
"2018-01-01",2018,"jan","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",4618.41,NA
"2018-01-01",2018,"jan","1.1.9","Սոցիալական վճար",787.2,NA
"2018-01-01",2018,"jan","1.1.10","Այլ հարկային եկամուտներ",1232.90808,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-01-01",2018,"jan","1.1.11","Պետական տուրք",1926.629,NA
"2018-01-01",2018,"jan","1.1.12","Հարկերի անցումային գերավճար",-26443.608024,NA
"2018-01-01",2018,"jan","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",35174.001376299995,NA
"2018-02-01",2018,"feb","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",84063.05821740002,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-02-01",2018,"feb","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",89964.889582,NA
"2018-02-01",2018,"feb","1.1.1","ԱԱՀ",42027.327,NA
"2018-02-01",2018,"feb","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",9034.5,NA
"2018-02-01",2018,"feb","1.1.2","Շահութահարկ",10869.447,NA
"2018-02-01",2018,"feb","1.1.3","Եկամտային հարկ",39776.63,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-02-01",2018,"feb","1.1.4","Ակցիզային հարկ",4260.553,NA
"2018-02-01",2018,"feb","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1097.34,NA
"2018-02-01",2018,"feb","1.1.5","Շրջանառության հարկ",5162.827,NA
"2018-02-01",2018,"feb","1.1.6","Արտոնագրային հարկ",1625.336,NA
"2018-02-01",2018,"feb","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",1215.787,NA
"2018-02-01",2018,"feb","1.1.8","Մաքսատուրք",6379.222,NA
"2018-02-01",2018,"feb","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",5670.580000000001,NA
"2018-02-01",2018,"feb","1.1.9","Սոցիալական վճար",2393.99,NA
"2018-02-01",2018,"feb","1.1.10","Այլ հարկային եկամուտներ",1622.892582,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-02-01",2018,"feb","1.1.11","Պետական տուրք",1991.274,NA
"2018-02-01",2018,"feb","1.1.12","Հարկերի անցումային գերավճար",-27360.396156,NA
"2018-02-01",2018,"feb","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",-5901.831364599995,NA
"2018-03-01",2018,"mar","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",97342.68315820002,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-03-01",2018,"mar","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",95451.16939,NA
"2018-03-01",2018,"mar","1.1.1","ԱԱՀ",29206.14,NA
"2018-03-01",2018,"mar","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",7583.09,NA
"2018-03-01",2018,"mar","1.1.2","Շահութահարկ",16607.395,NA
"2018-03-01",2018,"mar","1.1.3","Եկամտային հարկ",26608.92,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-03-01",2018,"mar","1.1.4","Ակցիզային հարկ",2799.135,NA
"2018-03-01",2018,"mar","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",918.63,NA
"2018-03-01",2018,"mar","1.1.5","Շրջանառության հարկ",195.366,NA
"2018-03-01",2018,"mar","1.1.6","Արտոնագրային հարկ",699.184,NA
"2018-03-01",2018,"mar","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",5129.056,NA
"2018-03-01",2018,"mar","1.1.8","Մաքսատուրք",7098.055,NA
"2018-03-01",2018,"mar","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6439.200000000002,NA
"2018-03-01",2018,"mar","1.1.9","Սոցիալական վճար",1497.95,NA
"2018-03-01",2018,"mar","1.1.10","Այլ հարկային եկամուտներ",2274.86839,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-03-01",2018,"mar","1.1.11","Պետական տուրք",3522.204,NA
"2018-03-01",2018,"mar","1.1.12","Հարկերի անցումային գերավճար",-187.103852,NA
"2018-03-01",2018,"mar","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",1891.5137682000025,NA
"2018-04-01",2018,"apr","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",120633.7846269,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-04-01",2018,"apr","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",126455.64303,NA
"2018-04-01",2018,"apr","1.1.1","ԱԱՀ",24876.614,NA
"2018-04-01",2018,"apr","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",4751.6,NA
"2018-04-01",2018,"apr","1.1.2","Շահութահարկ",36736.322,NA
"2018-04-01",2018,"apr","1.1.3","Եկամտային հարկ",26007.26,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-04-01",2018,"apr","1.1.4","Ակցիզային հարկ",6592.353,NA
"2018-04-01",2018,"apr","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1083.91,NA
"2018-04-01",2018,"apr","1.1.5","Շրջանառության հարկ",3361.436,NA
"2018-04-01",2018,"apr","1.1.6","Արտոնագրային հարկ",519.566,NA
"2018-04-01",2018,"apr","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",17821.751,NA
"2018-04-01",2018,"apr","1.1.8","Մաքսատուրք",6159.212,NA
"2018-04-01",2018,"apr","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",5703.303,NA
"2018-04-01",2018,"apr","1.1.9","Սոցիալական վճար",1545.04,NA
"2018-04-01",2018,"apr","1.1.10","Այլ հարկային եկամուտներ",1436.50403,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-04-01",2018,"apr","1.1.11","Պետական տուրք",2112.352,NA
"2018-04-01",2018,"apr","1.1.12","Հարկերի անցումային գերավճար",-712.7673050000001,NA
"2018-04-01",2018,"apr","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",-5821.858403099977,NA
"2018-05-01",2018,"may","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",101076.22104380003,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-05-01",2018,"may","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",85061.27061080001,NA
"2018-05-01",2018,"may","1.1.1","ԱԱՀ",31470.2964351,NA
"2018-05-01",2018,"may","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",8200.702,NA
"2018-05-01",2018,"may","1.1.2","Շահութահարկ",5763.4234050000005,NA
"2018-05-01",2018,"may","1.1.3","Եկամտային հարկ",29934.345,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-05-01",2018,"may","1.1.4","Ակցիզային հարկ",7488.410212000001,NA
"2018-05-01",2018,"may","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",973.045,NA
"2018-05-01",2018,"may","1.1.5","Շրջանառության հարկ",325.954093,NA
"2018-05-01",2018,"may","1.1.6","Արտոնագրային հարկ",509.434851,NA
"2018-05-01",2018,"may","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",-4363.513717,NA
"2018-05-01",2018,"may","1.1.8","Մաքսատուրք",7733.4548529,NA
"2018-05-01",2018,"may","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",7138.8609909,NA
"2018-05-01",2018,"may","1.1.9","Սոցիալական վճար",1464.403,NA
"2018-05-01",2018,"may","1.1.10","Այլ հարկային եկամուտներ",2361.7377,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-05-01",2018,"may","1.1.11","Պետական տուրք",2624.4213938,NA
"2018-05-01",2018,"may","1.1.12","Հարկերի անցումային գերավճար",-251.096615,NA
"2018-05-01",2018,"may","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",16014.95043300003,NA
"2018-06-01",2018,"jun","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",109418.00170369998,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-06-01",2018,"jun","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",121532.5681533,NA
"2018-06-01",2018,"jun","1.1.1","ԱԱՀ",33521.6402047,NA
"2018-06-01",2018,"jun","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",7909.66947,NA
"2018-06-01",2018,"jun","1.1.2","Շահութահարկ",24974.247454999997,NA
"2018-06-01",2018,"jun","1.1.3","Եկամտային հարկ",28272.49,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-06-01",2018,"jun","1.1.4","Ակցիզային հարկ",10826.888944,NA
"2018-06-01",2018,"jun","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",529.79914,NA
"2018-06-01",2018,"jun","1.1.5","Շրջանառության հարկ",206.828614,NA
"2018-06-01",2018,"jun","1.1.6","Արտոնագրային հարկ",720.839871,NA
"2018-06-01",2018,"jun","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",10134.8080028,NA
"2018-06-01",2018,"jun","1.1.8","Մաքսատուրք",6632.4881216,NA
"2018-06-01",2018,"jun","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",5996.6191866,NA
"2018-06-01",2018,"jun","1.1.9","Սոցիալական վճար",1525.83426,NA
"2018-06-01",2018,"jun","1.1.10","Այլ հարկային եկամուտներ",1115.53755200001,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-06-01",2018,"jun","1.1.11","Պետական տուրք",3666.5555222,NA
"2018-06-01",2018,"jun","1.1.12","Հարկերի անցումային գերավճար",-65.590394,NA
"2018-06-01",2018,"jun","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",-12114.566449600024,NA
"2018-07-01",2018,"jul","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",106814.1673791,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-07-01",2018,"jul","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",102292.5444868,NA
"2018-07-01",2018,"jul","1.1.1","ԱԱՀ",34089.6214161,NA
"2018-07-01",2018,"jul","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",6145.973,NA
"2018-07-01",2018,"jul","1.1.2","Շահութահարկ",8605.456406,NA
"2018-07-01",2018,"jul","1.1.3","Եկամտային հարկ",29929.557,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-07-01",2018,"jul","1.1.4","Ակցիզային հարկ",8822.688329,NA
"2018-07-01",2018,"jul","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",340.75,NA
"2018-07-01",2018,"jul","1.1.5","Շրջանառության հարկ",4290.32136,NA
"2018-07-01",2018,"jul","1.1.6","Արտոնագրային հարկ",273.920379,NA
"2018-07-01",2018,"jul","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",2603.9254363,NA
"2018-07-01",2018,"jul","1.1.8","Մաքսատուրք",7115.7426342,NA
"2018-07-01",2018,"jul","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6513.9676322,NA
"2018-07-01",2018,"jul","1.1.9","Սոցիալական վճար",1566.953,NA
"2018-07-01",2018,"jul","1.1.10","Այլ հարկային եկամուտներ",2195.072006599999,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-07-01",2018,"jul","1.1.11","Պետական տուրք",2815.9612716,NA
"2018-07-01",2018,"jul","1.1.12","Հարկերի անցումային գերավճար",-16.674752,NA
"2018-07-01",2018,"jul","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",4521.622892300009,NA
