country,indicator,date,value,period
dominican-republic,inflation-cpi,2006-02-01,8.08,monthly
dominican-republic,inflation-cpi,2006-03-01,8.26,monthly
dominican-republic,inflation-cpi,2006-04-01,8.56,monthly
dominican-republic,inflation-cpi,2006-05-01,9.51,monthly
dominican-republic,inflation-cpi,2006-06-01,10.27,monthly
dominican-republic,inflation-cpi,2006-07-01,10.6,monthly
dominican-republic,inflation-cpi,2006-08-01,9.35,monthly
dominican-republic,inflation-cpi,2006-09-01,4.73,monthly
dominican-republic,inflation-cpi,2006-10-01,3.68,monthly
dominican-republic,inflation-cpi,2006-11-01,5.23,monthly
dominican-republic,inflation-cpi,2006-12-01,5,monthly
dominican-republic,inflation-cpi,2007-01-01,4.36,monthly
dominican-republic,inflation-cpi,2007-02-01,4.81,monthly
dominican-republic,inflation-cpi,2007-03-01,5.54,monthly
dominican-republic,inflation-cpi,2007-04-01,5.77,monthly
dominican-republic,inflation-cpi,2007-05-01,6.28,monthly
dominican-republic,inflation-cpi,2007-06-01,5.91,monthly
dominican-republic,inflation-cpi,2007-07-01,13.73,monthly
dominican-republic,inflation-cpi,2007-08-01,14.57,monthly
dominican-republic,inflation-cpi,2007-09-01,14.58,monthly
dominican-republic,inflation-cpi,2007-10-01,12.84,monthly
dominican-republic,inflation-cpi,2007-11-01,7.21,monthly
dominican-republic,inflation-cpi,2007-12-01,4.52,monthly
dominican-republic,inflation-cpi,2008-01-01,3.68,monthly
dominican-republic,inflation-cpi,2008-02-01,4.03,monthly
dominican-republic,inflation-cpi,2008-03-01,2.44,monthly
dominican-republic,inflation-cpi,2008-04-01,0.69,monthly
dominican-republic,inflation-cpi,2008-05-01,0.47,monthly
dominican-republic,inflation-cpi,2008-06-01,0.26,monthly
dominican-republic,inflation-cpi,2008-07-01,-1.22,monthly
dominican-republic,inflation-cpi,2008-08-01,-0.47,monthly
dominican-republic,inflation-cpi,2008-09-01,-1.57,monthly
dominican-republic,inflation-cpi,2008-10-01,-0.3,monthly
dominican-republic,inflation-cpi,2008-11-01,4.18,monthly
dominican-republic,inflation-cpi,2008-12-01,5.76,monthly
dominican-republic,inflation-cpi,2009-01-01,6.85,monthly
dominican-republic,inflation-cpi,2009-02-01,6.68,monthly
dominican-republic,inflation-cpi,2009-03-01,7.43,monthly
dominican-republic,inflation-cpi,2009-04-01,7.66,monthly
dominican-republic,inflation-cpi,2009-05-01,7.9,monthly
dominican-republic,inflation-cpi,2009-06-01,5.44,monthly
dominican-republic,inflation-cpi,2009-07-01,-1.22,monthly
dominican-republic,inflation-cpi,2009-08-01,-0.47,monthly
dominican-republic,inflation-cpi,2009-09-01,-1.57,monthly
dominican-republic,inflation-cpi,2009-10-01,-0.3,monthly
dominican-republic,inflation-cpi,2009-11-01,4.18,monthly
dominican-republic,inflation-cpi,2009-12-01,5.76,monthly
dominican-republic,inflation-cpi,2010-01-01,6.85,monthly
dominican-republic,inflation-cpi,2010-02-01,6.68,monthly
dominican-republic,inflation-cpi,2010-03-01,7.43,monthly
dominican-republic,inflation-cpi,2010-04-01,7.66,monthly
dominican-republic,inflation-cpi,2010-05-01,7.9,monthly
dominican-republic,inflation-cpi,2010-06-01,5.44,monthly
dominican-republic,inflation-cpi,2010-07-01,5.67,monthly
dominican-republic,inflation-cpi,2010-08-01,5.01,monthly
dominican-republic,inflation-cpi,2010-09-01,5.7,monthly
dominican-republic,inflation-cpi,2010-10-01,6.17,monthly
dominican-republic,inflation-cpi,2010-11-01,5.37,monthly
dominican-republic,inflation-cpi,2010-12-01,6.24,monthly
dominican-republic,inflation-cpi,2011-01-01,6.17,monthly
dominican-republic,inflation-cpi,2011-02-01,7.29,monthly
dominican-republic,inflation-cpi,2011-03-01,7.61,monthly
dominican-republic,inflation-cpi,2011-04-01,8.16,monthly
dominican-republic,inflation-cpi,2011-05-01,8.03,monthly
dominican-republic,inflation-cpi,2011-06-01,9.32,monthly
dominican-republic,inflation-cpi,2011-07-01,9.87,monthly
dominican-republic,inflation-cpi,2011-08-01,10.18,monthly
dominican-republic,inflation-cpi,2011-09-01,9.57,monthly
dominican-republic,inflation-cpi,2011-10-01,8.87,monthly
dominican-republic,inflation-cpi,2011-11-01,8.63,monthly
dominican-republic,inflation-cpi,2011-12-01,7.76,monthly
dominican-republic,inflation-cpi,2012-01-01,6.9,monthly
dominican-republic,inflation-cpi,2012-02-01,6,monthly
dominican-republic,inflation-cpi,2012-03-01,4.94,monthly
dominican-republic,inflation-cpi,2012-04-01,4.04,monthly
dominican-republic,inflation-cpi,2012-05-01,3.54,monthly
dominican-republic,inflation-cpi,2012-06-01,2.71,monthly
dominican-republic,inflation-cpi,2012-07-01,1.64,monthly
dominican-republic,inflation-cpi,2012-08-01,2.16,monthly
dominican-republic,inflation-cpi,2012-09-01,2.6,monthly
dominican-republic,inflation-cpi,2012-10-01,2.82,monthly
dominican-republic,inflation-cpi,2012-11-01,3.37,monthly
dominican-republic,inflation-cpi,2012-12-01,3.91,monthly
dominican-republic,inflation-cpi,2013-01-01,4.76,monthly
dominican-republic,inflation-cpi,2013-02-01,4.73,monthly
dominican-republic,inflation-cpi,2013-03-01,4.97,monthly
dominican-republic,inflation-cpi,2013-04-01,4.9,monthly
dominican-republic,inflation-cpi,2013-05-01,4.99,monthly
dominican-republic,inflation-cpi,2013-06-01,4.8,monthly
dominican-republic,inflation-cpi,2013-07-01,5.67,monthly
dominican-republic,inflation-cpi,2013-08-01,5.3,monthly
dominican-republic,inflation-cpi,2013-09-01,5.13,monthly
dominican-republic,inflation-cpi,2013-10-01,4.74,monthly
dominican-republic,inflation-cpi,2013-11-01,4.14,monthly
dominican-republic,inflation-cpi,2013-12-01,3.88,monthly
dominican-republic,inflation-cpi,2014-01-01,2.82,monthly
dominican-republic,inflation-cpi,2014-02-01,2.84,monthly
dominican-republic,inflation-cpi,2014-03-01,2.99,monthly
dominican-republic,inflation-cpi,2014-04-01,3.49,monthly
dominican-republic,inflation-cpi,2014-05-01,3.7,monthly
dominican-republic,inflation-cpi,2014-06-01,3.68,monthly
dominican-republic,inflation-cpi,2014-07-01,3.41,monthly
dominican-republic,inflation-cpi,2014-08-01,3.13,monthly
dominican-republic,inflation-cpi,2014-09-01,2.83,monthly
dominican-republic,inflation-cpi,2014-10-01,2.88,monthly
dominican-republic,inflation-cpi,2014-11-01,2.68,monthly
dominican-republic,inflation-cpi,2014-12-01,1.58,monthly
dominican-republic,inflation-cpi,2015-01-01,1.16,monthly
dominican-republic,inflation-cpi,2015-02-01,1.02,monthly
dominican-republic,inflation-cpi,2015-03-01,0.63,monthly
dominican-republic,inflation-cpi,2015-04-01,-0.04,monthly
dominican-republic,inflation-cpi,2015-05-01,0.23,monthly
dominican-republic,inflation-cpi,2015-06-01,0.62,monthly
dominican-republic,inflation-cpi,2015-07-01,0.5,monthly
dominican-republic,inflation-cpi,2015-08-01,0.43,monthly
dominican-republic,inflation-cpi,2015-09-01,0.39,monthly
dominican-republic,inflation-cpi,2015-10-01,1.23,monthly
dominican-republic,inflation-cpi,2015-11-01,1.54,monthly
dominican-republic,inflation-cpi,2015-12-01,2.34,monthly
dominican-republic,inflation-cpi,2016-01-01,2.53,monthly
dominican-republic,inflation-cpi,2016-02-01,1.74,monthly
dominican-republic,inflation-cpi,2016-03-01,1.59,monthly
dominican-republic,inflation-cpi,2016-04-01,1.75,monthly
dominican-republic,inflation-cpi,2016-05-01,1.71,monthly
dominican-republic,inflation-cpi,2016-06-01,1.91,monthly
dominican-republic,inflation-cpi,2016-07-01,2.54,monthly
dominican-republic,inflation-cpi,2016-08-01,3.18,monthly
dominican-republic,inflation-cpi,2016-09-01,3.8,monthly
dominican-republic,inflation-cpi,2016-10-01,3.48,monthly
dominican-republic,inflation-cpi,2016-11-01,4.14,monthly
dominican-republic,inflation-cpi,2016-12-01,4.2,monthly
dominican-republic,inflation-cpi,2017-01-01,3.86,monthly
dominican-republic,inflation-cpi,2017-02-01,3.32,monthly
dominican-republic,inflation-cpi,2017-03-01,3.91,monthly
dominican-republic,inflation-cpi,2017-04-01,4.05,monthly
dominican-republic,inflation-cpi,2017-05-01,4.47,monthly
dominican-republic,inflation-cpi,2017-06-01,4.63,monthly
dominican-republic,inflation-cpi,2017-07-01,4.43,monthly
dominican-republic,inflation-cpi,2017-08-01,3.87,monthly
dominican-republic,inflation-cpi,2017-09-01,3.29,monthly
dominican-republic,inflation-cpi,2017-10-01,3.52,monthly
dominican-republic,inflation-cpi,2017-11-01,2.37,monthly
dominican-republic,inflation-cpi,2017-12-01,1.17,monthly
dominican-republic,inflation-cpi,2018-01-01,0.71,monthly
dominican-republic,inflation-cpi,2018-02-01,1.19,monthly
dominican-republic,inflation-cpi,2018-03-01,1.47,monthly
dominican-republic,inflation-cpi,2018-04-01,1.61,monthly
dominican-republic,inflation-cpi,2018-05-01,1.31,monthly
dominican-republic,inflation-cpi,2018-06-01,0.92,monthly
dominican-republic,inflation-cpi,2018-07-01,4.43,monthly
dominican-republic,inflation-cpi,2018-08-01,3.87,monthly
dominican-republic,inflation-cpi,2018-09-01,3.29,monthly
dominican-republic,inflation-cpi,2018-10-01,3.52,monthly
dominican-republic,inflation-cpi,2018-11-01,2.37,monthly
dominican-republic,inflation-cpi,2018-12-01,1.17,monthly
dominican-republic,inflation-cpi,2019-01-01,0.71,monthly
dominican-republic,inflation-cpi,2019-02-01,1.19,monthly
dominican-republic,inflation-cpi,2019-03-01,1.47,monthly
dominican-republic,inflation-cpi,2019-04-01,1.61,monthly
dominican-republic,inflation-cpi,2019-05-01,1.31,monthly
dominican-republic,inflation-cpi,2019-06-01,0.92,monthly
dominican-republic,inflation-cpi,2019-07-01,1.4,monthly
dominican-republic,inflation-cpi,2019-08-01,1.72,monthly
dominican-republic,inflation-cpi,2019-09-01,2.02,monthly
dominican-republic,inflation-cpi,2019-10-01,2.48,monthly
dominican-republic,inflation-cpi,2019-11-01,3.23,monthly
dominican-republic,inflation-cpi,2019-12-01,3.66,monthly
dominican-republic,inflation-cpi,2020-01-01,4.17,monthly
dominican-republic,inflation-cpi,2020-02-01,3.66,monthly
dominican-republic,inflation-cpi,2020-03-01,2.45,monthly
dominican-republic,inflation-cpi,2020-04-01,1.07,monthly
dominican-republic,inflation-cpi,2020-05-01,0.99,monthly
dominican-republic,inflation-cpi,2020-06-01,2.9,monthly
dominican-republic,inflation-cpi,2020-07-01,4.35,monthly
dominican-republic,inflation-cpi,2020-08-01,4.8,monthly
dominican-republic,inflation-cpi,2020-09-01,5.03,monthly
dominican-republic,inflation-cpi,2020-10-01,5.03,monthly
dominican-republic,inflation-cpi,2020-11-01,5.26,monthly
dominican-republic,inflation-cpi,2020-12-01,5.55,monthly
dominican-republic,inflation-cpi,2021-01-01,6.23,monthly
dominican-republic,inflation-cpi,2021-02-01,7.09,monthly
dominican-republic,inflation-cpi,2021-03-01,8.3,monthly
dominican-republic,inflation-cpi,2021-04-01,9.65,monthly
dominican-republic,inflation-cpi,2021-05-01,10.48,monthly
dominican-republic,inflation-cpi,2021-06-01,9.32,monthly
dominican-republic,inflation-cpi,2021-07-01,7.88,monthly
dominican-republic,inflation-cpi,2021-08-01,7.9,monthly
dominican-republic,inflation-cpi,2021-09-01,7.74,monthly
dominican-republic,inflation-cpi,2021-10-01,7.72,monthly
dominican-republic,inflation-cpi,2021-11-01,8.23,monthly
dominican-republic,inflation-cpi,2021-12-01,8.5,monthly
dominican-republic,inflation-cpi,2022-01-01,8.7,monthly
dominican-republic,inflation-cpi,2022-02-01,8.98,monthly
dominican-republic,inflation-cpi,2022-03-01,9.1,monthly
dominican-republic,inflation-cpi,2022-04-01,9.64,monthly
dominican-republic,inflation-cpi,2022-05-01,9.47,monthly
dominican-republic,inflation-cpi,2022-06-01,9.48,monthly
dominican-republic,inflation-cpi,2022-07-01,9.43,monthly
dominican-republic,inflation-cpi,2022-08-01,8.8,monthly
dominican-republic,inflation-cpi,2022-09-01,8.63,monthly
dominican-republic,inflation-cpi,2022-10-01,8.24,monthly
dominican-republic,inflation-cpi,2022-11-01,7.58,monthly
dominican-republic,inflation-cpi,2022-12-01,7.83,monthly
dominican-republic,inflation-cpi,2023-01-01,7.24,monthly
dominican-republic,inflation-cpi,2023-02-01,6.38,monthly
dominican-republic,inflation-cpi,2023-03-01,5.9,monthly
dominican-republic,inflation-cpi,2023-04-01,5.15,monthly
dominican-republic,inflation-cpi,2023-05-01,4.43,monthly
dominican-republic,inflation-cpi,2023-06-01,4,monthly
dominican-republic,inflation-cpi,2023-07-01,3.95,monthly
dominican-republic,inflation-cpi,2023-08-01,4.27,monthly
dominican-republic,inflation-cpi,2023-09-01,4.41,monthly
dominican-republic,inflation-cpi,2023-10-01,4.35,monthly
dominican-republic,inflation-cpi,2023-11-01,4,monthly
dominican-republic,inflation-cpi,2023-12-01,3.57,monthly
dominican-republic,inflation-cpi,2024-01-01,3.32,monthly
dominican-republic,inflation-cpi,2024-02-01,3.3,monthly
dominican-republic,inflation-cpi,2024-03-01,3.38,monthly
dominican-republic,inflation-cpi,2024-04-01,3.03,monthly
dominican-republic,inflation-cpi,2024-05-01,3.2,monthly
dominican-republic,inflation-cpi,2024-06-01,3.46,monthly
ecuador,inflation-cpi,1998-07-01,34.23,monthly
ecuador,inflation-cpi,1998-08-01,34.16,monthly
ecuador,inflation-cpi,1998-09-01,37.76,monthly
ecuador,inflation-cpi,1998-10-01,44.03,monthly
ecuador,inflation-cpi,1998-11-01,45,monthly
ecuador,inflation-cpi,1998-12-01,43.4,monthly
ecuador,inflation-cpi,1999-01-01,42.27,monthly
ecuador,inflation-cpi,1999-02-01,39.73,monthly
ecuador,inflation-cpi,1999-03-01,54.34,monthly
ecuador,inflation-cpi,1999-04-01,56.08,monthly
ecuador,inflation-cpi,1999-05-01,54.72,monthly
ecuador,inflation-cpi,1999-06-01,53.05,monthly
ecuador,inflation-cpi,1999-07-01,56.47,monthly
ecuador,inflation-cpi,1999-08-01,55.29,monthly
ecuador,inflation-cpi,1999-09-01,50.39,monthly
ecuador,inflation-cpi,1999-10-01,47.15,monthly
ecuador,inflation-cpi,1999-11-01,53.37,monthly
ecuador,inflation-cpi,1999-12-01,60.71,monthly
ecuador,inflation-cpi,2000-01-01,78.07,monthly
ecuador,inflation-cpi,2000-02-01,90.84,monthly
ecuador,inflation-cpi,2000-03-01,80.88,monthly
ecuador,inflation-cpi,2000-04-01,88.88,monthly
ecuador,inflation-cpi,2000-05-01,96.87,monthly
ecuador,inflation-cpi,2000-06-01,103.68,monthly
ecuador,inflation-cpi,2000-07-01,102.34,monthly
ecuador,inflation-cpi,2000-08-01,104.01,monthly
ecuador,inflation-cpi,2000-09-01,107.87,monthly
ecuador,inflation-cpi,2000-10-01,104.93,monthly
ecuador,inflation-cpi,2000-11-01,96.8,monthly
ecuador,inflation-cpi,2000-12-01,91,monthly
ecuador,inflation-cpi,2001-01-01,78.69,monthly
ecuador,inflation-cpi,2001-02-01,67.12,monthly
ecuador,inflation-cpi,2001-03-01,58.78,monthly
ecuador,inflation-cpi,2001-04-01,46.55,monthly
ecuador,inflation-cpi,2001-05-01,39.61,monthly
ecuador,inflation-cpi,2001-06-01,33.2,monthly
ecuador,inflation-cpi,2001-07-01,30.43,monthly
ecuador,inflation-cpi,2001-08-01,29.24,monthly
ecuador,inflation-cpi,2001-09-01,27.2,monthly
ecuador,inflation-cpi,2001-10-01,25.31,monthly
ecuador,inflation-cpi,2001-11-01,24.62,monthly
ecuador,inflation-cpi,2001-12-01,22.44,monthly
ecuador,inflation-cpi,2002-01-01,16.53,monthly
ecuador,inflation-cpi,2002-02-01,14.44,monthly
ecuador,inflation-cpi,2002-03-01,13.24,monthly
ecuador,inflation-cpi,2002-04-01,12.99,monthly
ecuador,inflation-cpi,2002-05-01,13.36,monthly
ecuador,inflation-cpi,2002-06-01,13.25,monthly
ecuador,inflation-cpi,2002-07-01,7.72,monthly
ecuador,inflation-cpi,2002-08-01,7.32,monthly
ecuador,inflation-cpi,2002-09-01,7.55,monthly
ecuador,inflation-cpi,2002-10-01,6.86,monthly
ecuador,inflation-cpi,2002-11-01,6.48,monthly
ecuador,inflation-cpi,2002-12-01,6.07,monthly
ecuador,inflation-cpi,2003-01-01,3.92,monthly
ecuador,inflation-cpi,2003-02-01,3.84,monthly
ecuador,inflation-cpi,2003-03-01,3.98,monthly
ecuador,inflation-cpi,2003-04-01,3.65,monthly
ecuador,inflation-cpi,2003-05-01,2.97,monthly
ecuador,inflation-cpi,2003-06-01,2.87,monthly
ecuador,inflation-cpi,2003-07-01,2.2,monthly
ecuador,inflation-cpi,2003-08-01,2.17,monthly
ecuador,inflation-cpi,2003-09-01,1.6,monthly
ecuador,inflation-cpi,2003-10-01,1.88,monthly
ecuador,inflation-cpi,2003-11-01,1.97,monthly
ecuador,inflation-cpi,2003-12-01,1.95,monthly
ecuador,inflation-cpi,2004-01-01,1.78,monthly
ecuador,inflation-cpi,2004-02-01,1.36,monthly
ecuador,inflation-cpi,2004-03-01,0.92,monthly
ecuador,inflation-cpi,2004-04-01,1.11,monthly
ecuador,inflation-cpi,2004-05-01,1.77,monthly
ecuador,inflation-cpi,2004-06-01,2.15,monthly
ecuador,inflation-cpi,2004-07-01,2.2,monthly
ecuador,inflation-cpi,2004-08-01,2.17,monthly
ecuador,inflation-cpi,2004-09-01,1.6,monthly
ecuador,inflation-cpi,2004-10-01,1.88,monthly
ecuador,inflation-cpi,2004-11-01,1.97,monthly
ecuador,inflation-cpi,2004-12-01,1.95,monthly
ecuador,inflation-cpi,2005-01-01,1.78,monthly
ecuador,inflation-cpi,2005-02-01,1.36,monthly
ecuador,inflation-cpi,2005-03-01,0.92,monthly
ecuador,inflation-cpi,2005-04-01,1.11,monthly
ecuador,inflation-cpi,2005-05-01,1.77,monthly
ecuador,inflation-cpi,2005-06-01,2.15,monthly
ecuador,inflation-cpi,2005-07-01,2.63,monthly
ecuador,inflation-cpi,2005-08-01,2.45,monthly
ecuador,inflation-cpi,2005-09-01,2.95,monthly
ecuador,inflation-cpi,2005-10-01,3.02,monthly
ecuador,inflation-cpi,2005-11-01,2.76,monthly
ecuador,inflation-cpi,2005-12-01,3.13,monthly
ecuador,inflation-cpi,2006-01-01,3.37,monthly
ecuador,inflation-cpi,2006-02-01,3.82,monthly
ecuador,inflation-cpi,2006-03-01,4.23,monthly
ecuador,inflation-cpi,2006-04-01,3.43,monthly
ecuador,inflation-cpi,2006-05-01,3.11,monthly
ecuador,inflation-cpi,2006-06-01,2.8,monthly
ecuador,inflation-cpi,2006-07-01,2.99,monthly
ecuador,inflation-cpi,2006-08-01,3.36,monthly
ecuador,inflation-cpi,2006-09-01,3.21,monthly
ecuador,inflation-cpi,2006-10-01,3.21,monthly
ecuador,inflation-cpi,2006-11-01,3.21,monthly
ecuador,inflation-cpi,2006-12-01,2.87,monthly
ecuador,inflation-cpi,2007-01-01,2.68,monthly
ecuador,inflation-cpi,2007-02-01,2.03,monthly
ecuador,inflation-cpi,2007-03-01,1.47,monthly
ecuador,inflation-cpi,2007-04-01,1.39,monthly
ecuador,inflation-cpi,2007-05-01,1.56,monthly
ecuador,inflation-cpi,2007-06-01,2.19,monthly
ecuador,inflation-cpi,2007-07-01,2.58,monthly
ecuador,inflation-cpi,2007-08-01,2.44,monthly
ecuador,inflation-cpi,2007-09-01,2.58,monthly
ecuador,inflation-cpi,2007-10-01,2.36,monthly
ecuador,inflation-cpi,2007-11-01,2.7,monthly
ecuador,inflation-cpi,2007-12-01,3.32,monthly
ecuador,inflation-cpi,2008-01-01,4.19,monthly
ecuador,inflation-cpi,2008-02-01,5.1,monthly
ecuador,inflation-cpi,2008-03-01,6.56,monthly
ecuador,inflation-cpi,2008-04-01,8.18,monthly
ecuador,inflation-cpi,2008-05-01,9.29,monthly
ecuador,inflation-cpi,2008-06-01,9.69,monthly
ecuador,inflation-cpi,2008-07-01,9.87,monthly
ecuador,inflation-cpi,2008-08-01,10.02,monthly
ecuador,inflation-cpi,2008-09-01,9.97,monthly
ecuador,inflation-cpi,2008-10-01,9.85,monthly
ecuador,inflation-cpi,2008-11-01,9.13,monthly
ecuador,inflation-cpi,2008-12-01,8.83,monthly
ecuador,inflation-cpi,2009-01-01,8.36,monthly
ecuador,inflation-cpi,2009-02-01,7.85,monthly
ecuador,inflation-cpi,2009-03-01,7.44,monthly
ecuador,inflation-cpi,2009-04-01,6.52,monthly
ecuador,inflation-cpi,2009-05-01,5.41,monthly
ecuador,inflation-cpi,2009-06-01,4.54,monthly
ecuador,inflation-cpi,2009-07-01,3.85,monthly
ecuador,inflation-cpi,2009-08-01,3.33,monthly
ecuador,inflation-cpi,2009-09-01,3.29,monthly
ecuador,inflation-cpi,2009-10-01,3.5,monthly
ecuador,inflation-cpi,2009-11-01,4.02,monthly
ecuador,inflation-cpi,2009-12-01,4.31,monthly
ecuador,inflation-cpi,2010-01-01,4.44,monthly
ecuador,inflation-cpi,2010-02-01,4.31,monthly
ecuador,inflation-cpi,2010-03-01,3.35,monthly
ecuador,inflation-cpi,2010-04-01,3.21,monthly
ecuador,inflation-cpi,2010-05-01,3.24,monthly
ecuador,inflation-cpi,2010-06-01,3.3,monthly
ecuador,inflation-cpi,2010-07-01,3.4,monthly
ecuador,inflation-cpi,2010-08-01,3.82,monthly
ecuador,inflation-cpi,2010-09-01,3.44,monthly
ecuador,inflation-cpi,2010-10-01,3.46,monthly
ecuador,inflation-cpi,2010-11-01,3.39,monthly
ecuador,inflation-cpi,2010-12-01,3.33,monthly
ecuador,inflation-cpi,2011-01-01,3.17,monthly
ecuador,inflation-cpi,2011-02-01,3.39,monthly
ecuador,inflation-cpi,2011-03-01,3.57,monthly
ecuador,inflation-cpi,2011-04-01,3.88,monthly
ecuador,inflation-cpi,2011-05-01,4.23,monthly
ecuador,inflation-cpi,2011-06-01,4.28,monthly
ecuador,inflation-cpi,2011-07-01,4.44,monthly
ecuador,inflation-cpi,2011-08-01,4.84,monthly
ecuador,inflation-cpi,2011-09-01,5.39,monthly
ecuador,inflation-cpi,2011-10-01,5.5,monthly
ecuador,inflation-cpi,2011-11-01,5.53,monthly
ecuador,inflation-cpi,2011-12-01,5.41,monthly
ecuador,inflation-cpi,2012-01-01,5.29,monthly
ecuador,inflation-cpi,2012-02-01,5.53,monthly
ecuador,inflation-cpi,2012-03-01,6.12,monthly
ecuador,inflation-cpi,2012-04-01,5.42,monthly
ecuador,inflation-cpi,2012-05-01,4.85,monthly
ecuador,inflation-cpi,2012-06-01,5,monthly
ecuador,inflation-cpi,2012-07-01,5.09,monthly
ecuador,inflation-cpi,2012-08-01,4.88,monthly
ecuador,inflation-cpi,2012-09-01,5.22,monthly
ecuador,inflation-cpi,2012-10-01,4.94,monthly
ecuador,inflation-cpi,2012-11-01,4.77,monthly
ecuador,inflation-cpi,2012-12-01,4.16,monthly
ecuador,inflation-cpi,2013-01-01,4.1,monthly
ecuador,inflation-cpi,2013-02-01,3.48,monthly
ecuador,inflation-cpi,2013-03-01,3.01,monthly
ecuador,inflation-cpi,2013-04-01,3.03,monthly
ecuador,inflation-cpi,2013-05-01,3.01,monthly
ecuador,inflation-cpi,2013-06-01,2.68,monthly
ecuador,inflation-cpi,2013-07-01,2.39,monthly
ecuador,inflation-cpi,2013-08-01,2.27,monthly
ecuador,inflation-cpi,2013-09-01,1.71,monthly
ecuador,inflation-cpi,2013-10-01,2.04,monthly
ecuador,inflation-cpi,2013-11-01,2.3,monthly
ecuador,inflation-cpi,2013-12-01,2.7,monthly
ecuador,inflation-cpi,2014-01-01,2.92,monthly
ecuador,inflation-cpi,2014-02-01,2.85,monthly
ecuador,inflation-cpi,2014-03-01,3.11,monthly
ecuador,inflation-cpi,2014-04-01,3.23,monthly
ecuador,inflation-cpi,2014-05-01,3.41,monthly
ecuador,inflation-cpi,2014-06-01,3.67,monthly
ecuador,inflation-cpi,2014-07-01,4.36,monthly
ecuador,inflation-cpi,2014-08-01,4.14,monthly
ecuador,inflation-cpi,2014-09-01,3.78,monthly
ecuador,inflation-cpi,2014-10-01,3.48,monthly
ecuador,inflation-cpi,2014-11-01,3.4,monthly
ecuador,inflation-cpi,2014-12-01,3.38,monthly
ecuador,inflation-cpi,2015-01-01,3.09,monthly
ecuador,inflation-cpi,2015-02-01,2.6,monthly
ecuador,inflation-cpi,2015-03-01,2.32,monthly
ecuador,inflation-cpi,2015-04-01,1.78,monthly
ecuador,inflation-cpi,2015-05-01,1.63,monthly
ecuador,inflation-cpi,2015-06-01,1.59,monthly
ecuador,inflation-cpi,2015-07-01,1.58,monthly
ecuador,inflation-cpi,2015-08-01,1.42,monthly
ecuador,inflation-cpi,2015-09-01,1.3,monthly
ecuador,inflation-cpi,2015-10-01,1.31,monthly
ecuador,inflation-cpi,2015-11-01,1.05,monthly
ecuador,inflation-cpi,2015-12-01,1.12,monthly
ecuador,inflation-cpi,2016-01-01,0.9,monthly
ecuador,inflation-cpi,2016-02-01,0.96,monthly
ecuador,inflation-cpi,2016-03-01,0.96,monthly
ecuador,inflation-cpi,2016-04-01,1.09,monthly
ecuador,inflation-cpi,2016-05-01,1.1,monthly
ecuador,inflation-cpi,2016-06-01,0.16,monthly
ecuador,inflation-cpi,2016-07-01,1.58,monthly
ecuador,inflation-cpi,2016-08-01,1.42,monthly
ecuador,inflation-cpi,2016-09-01,1.3,monthly
ecuador,inflation-cpi,2016-10-01,1.31,monthly
ecuador,inflation-cpi,2016-11-01,1.05,monthly
ecuador,inflation-cpi,2016-12-01,1.12,monthly
ecuador,inflation-cpi,2017-01-01,0.9,monthly
ecuador,inflation-cpi,2017-02-01,0.96,monthly
ecuador,inflation-cpi,2017-03-01,0.96,monthly
ecuador,inflation-cpi,2017-04-01,1.09,monthly
ecuador,inflation-cpi,2017-05-01,1.1,monthly
ecuador,inflation-cpi,2017-06-01,0.16,monthly
ecuador,inflation-cpi,2017-07-01,0.1,monthly
ecuador,inflation-cpi,2017-08-01,0.28,monthly
ecuador,inflation-cpi,2017-09-01,-0.03,monthly
ecuador,inflation-cpi,2017-10-01,-0.09,monthly
ecuador,inflation-cpi,2017-11-01,-0.22,monthly
ecuador,inflation-cpi,2017-12-01,-0.2,monthly
ecuador,inflation-cpi,2018-01-01,-0.09,monthly
ecuador,inflation-cpi,2018-02-01,-0.14,monthly
ecuador,inflation-cpi,2018-03-01,-0.21,monthly
ecuador,inflation-cpi,2018-04-01,-0.78,monthly
ecuador,inflation-cpi,2018-05-01,-1.01,monthly
ecuador,inflation-cpi,2018-06-01,-0.71,monthly
ecuador,inflation-cpi,2018-07-01,-0.57,monthly
ecuador,inflation-cpi,2018-08-01,-0.32,monthly
ecuador,inflation-cpi,2018-09-01,0.23,monthly
ecuador,inflation-cpi,2018-10-01,0.33,monthly
ecuador,inflation-cpi,2018-11-01,0.35,monthly
ecuador,inflation-cpi,2018-12-01,0.27,monthly
ecuador,inflation-cpi,2019-01-01,0.54,monthly
ecuador,inflation-cpi,2019-02-01,0.16,monthly
ecuador,inflation-cpi,2019-03-01,-0.12,monthly
ecuador,inflation-cpi,2019-04-01,0.19,monthly
ecuador,inflation-cpi,2019-05-01,0.37,monthly
ecuador,inflation-cpi,2019-06-01,0.61,monthly
ecuador,inflation-cpi,2019-07-01,0.71,monthly
ecuador,inflation-cpi,2019-08-01,0.33,monthly
ecuador,inflation-cpi,2019-09-01,-0.07,monthly
ecuador,inflation-cpi,2019-10-01,0.5,monthly
ecuador,inflation-cpi,2019-11-01,0.04,monthly
ecuador,inflation-cpi,2019-12-01,-0.07,monthly
ecuador,inflation-cpi,2020-01-01,-0.3,monthly
ecuador,inflation-cpi,2020-02-01,-0.23,monthly
ecuador,inflation-cpi,2020-03-01,0.18,monthly
ecuador,inflation-cpi,2020-04-01,1.01,monthly
