country,indicator,date,value,periodicity
sao-tome-and-principe,inflation-cpi,2019-11-01,10.8,monthly
sao-tome-and-principe,inflation-cpi,2019-12-01,9.4,monthly
sao-tome-and-principe,inflation-cpi,2020-01-01,8.2,monthly
sao-tome-and-principe,inflation-cpi,2020-02-01,8.3,monthly
sao-tome-and-principe,inflation-cpi,2020-03-01,9.1,monthly
sao-tome-and-principe,inflation-cpi,2020-04-01,7.36,monthly
sao-tome-and-principe,inflation-cpi,2020-05-01,6.8,monthly
sao-tome-and-principe,inflation-cpi,2020-06-01,6.4,monthly
sao-tome-and-principe,inflation-cpi,2020-07-01,6.9,monthly
sao-tome-and-principe,inflation-cpi,2020-08-01,8.8,monthly
sao-tome-and-principe,inflation-cpi,2020-09-01,9.1,monthly
sao-tome-and-principe,inflation-cpi,2020-10-01,8.4,monthly
sao-tome-and-principe,inflation-cpi,2020-11-01,8.8,monthly
sao-tome-and-principe,inflation-cpi,2020-12-01,9.5,monthly
sao-tome-and-principe,inflation-cpi,2021-01-01,10.5,monthly
sao-tome-and-principe,inflation-cpi,2021-02-01,12.1,monthly
sao-tome-and-principe,inflation-cpi,2021-03-01,12.8,monthly
sao-tome-and-principe,inflation-cpi,2021-04-01,14.4,monthly
sao-tome-and-principe,inflation-cpi,2021-05-01,6.8,monthly
sao-tome-and-principe,inflation-cpi,2021-06-01,6.4,monthly
sao-tome-and-principe,inflation-cpi,2021-07-01,6.9,monthly
sao-tome-and-principe,inflation-cpi,2021-08-01,8.8,monthly
sao-tome-and-principe,inflation-cpi,2021-09-01,9.1,monthly
sao-tome-and-principe,inflation-cpi,2021-10-01,8.4,monthly
sao-tome-and-principe,inflation-cpi,2021-11-01,8.8,monthly
sao-tome-and-principe,inflation-cpi,2021-12-01,9.5,monthly
sao-tome-and-principe,inflation-cpi,2022-01-01,10.5,monthly
sao-tome-and-principe,inflation-cpi,2022-02-01,12.1,monthly
sao-tome-and-principe,inflation-cpi,2022-03-01,12.8,monthly
sao-tome-and-principe,inflation-cpi,2022-04-01,14.4,monthly
sao-tome-and-principe,inflation-cpi,2022-05-01,14.9,monthly
sao-tome-and-principe,inflation-cpi,2022-06-01,16.7,monthly
sao-tome-and-principe,inflation-cpi,2022-07-01,18.5,monthly
sao-tome-and-principe,inflation-cpi,2022-08-01,19.5,monthly
sao-tome-and-principe,inflation-cpi,2022-09-01,21.9,monthly
sao-tome-and-principe,inflation-cpi,2022-10-01,23.5,monthly
sao-tome-and-principe,inflation-cpi,2022-11-01,24.6,monthly
sao-tome-and-principe,inflation-cpi,2022-12-01,25.2,monthly
sao-tome-and-principe,inflation-cpi,2023-01-01,25.5,monthly
sao-tome-and-principe,inflation-cpi,2023-02-01,23.5,monthly
sao-tome-and-principe,inflation-cpi,2023-03-01,22.8,monthly
sao-tome-and-principe,inflation-cpi,2023-04-01,20,monthly
sao-tome-and-principe,inflation-cpi,2023-05-01,23.2,monthly
sao-tome-and-principe,inflation-cpi,2023-06-01,25.4,monthly
sao-tome-and-principe,inflation-cpi,2023-07-01,24.2,monthly
sao-tome-and-principe,inflation-cpi,2023-08-01,21.2,monthly
sao-tome-and-principe,inflation-cpi,2023-09-01,18.27,monthly
sao-tome-and-principe,inflation-cpi,2023-10-01,13.01,monthly
sao-tome-and-principe,inflation-cpi,2023-11-01,16.6,monthly
sao-tome-and-principe,inflation-cpi,2023-12-01,17,monthly
sao-tome-and-principe,inflation-cpi,2024-01-01,17,monthly
sao-tome-and-principe,inflation-cpi,2024-02-01,18.5,monthly
sao-tome-and-principe,inflation-cpi,2024-03-01,18.9,monthly
comoros,inflation-cpi,2010-05-01,0.37,monthly
comoros,inflation-cpi,2010-06-01,6.3,monthly
comoros,inflation-cpi,2010-07-01,8.27,monthly
comoros,inflation-cpi,2010-08-01,8.87,monthly
comoros,inflation-cpi,2010-09-01,2.07,monthly
comoros,inflation-cpi,2010-10-01,5.34,monthly
comoros,inflation-cpi,2010-11-01,6.1,monthly
comoros,inflation-cpi,2010-12-01,6.7,monthly
comoros,inflation-cpi,2011-01-01,2.56,monthly
comoros,inflation-cpi,2011-02-01,3.09,monthly
comoros,inflation-cpi,2011-03-01,1.25,monthly
comoros,inflation-cpi,2011-04-01,-0.49,monthly
comoros,inflation-cpi,2011-05-01,-0.06,monthly
comoros,inflation-cpi,2011-06-01,0.21,monthly
comoros,inflation-cpi,2011-07-01,0.02,monthly
comoros,inflation-cpi,2011-08-01,-0.69,monthly
comoros,inflation-cpi,2011-09-01,1.09,monthly
comoros,inflation-cpi,2011-10-01,4.68,monthly
comoros,inflation-cpi,2011-11-01,4.39,monthly
comoros,inflation-cpi,2011-12-01,4.72,monthly
comoros,inflation-cpi,2012-01-01,4.29,monthly
comoros,inflation-cpi,2012-02-01,4.28,monthly
comoros,inflation-cpi,2012-03-01,6.08,monthly
comoros,inflation-cpi,2012-04-01,7.97,monthly
comoros,inflation-cpi,2012-05-01,8.12,monthly
comoros,inflation-cpi,2012-06-01,7.39,monthly
comoros,inflation-cpi,2012-07-01,2.43,monthly
comoros,inflation-cpi,2012-08-01,3.69,monthly
comoros,inflation-cpi,2012-09-01,5.32,monthly
comoros,inflation-cpi,2012-10-01,0.43,monthly
comoros,inflation-cpi,2012-11-01,0.54,monthly
comoros,inflation-cpi,2012-12-01,-1.14,monthly
comoros,inflation-cpi,2013-01-01,0.03,monthly
comoros,inflation-cpi,2013-02-01,0.18,monthly
comoros,inflation-cpi,2013-03-01,-0.09,monthly
comoros,inflation-cpi,2013-04-01,0.27,monthly
comoros,inflation-cpi,2013-05-01,0.91,monthly
comoros,inflation-cpi,2013-06-01,0.68,monthly
comoros,inflation-cpi,2013-07-01,-1.18,monthly
comoros,inflation-cpi,2013-08-01,0.39,monthly
comoros,inflation-cpi,2013-09-01,2.41,monthly
comoros,inflation-cpi,2013-10-01,0.94,monthly
comoros,inflation-cpi,2013-11-01,1.44,monthly
comoros,inflation-cpi,2013-12-01,2.67,monthly
comoros,inflation-cpi,2014-01-01,2.7,monthly
comoros,inflation-cpi,2014-02-01,2.41,monthly
comoros,inflation-cpi,2014-03-01,1,monthly
comoros,inflation-cpi,2014-04-01,0.43,monthly
comoros,inflation-cpi,2014-05-01,0.91,monthly
comoros,inflation-cpi,2014-06-01,0.68,monthly
comoros,inflation-cpi,2014-07-01,-1.18,monthly
comoros,inflation-cpi,2014-08-01,0.39,monthly
comoros,inflation-cpi,2014-09-01,2.41,monthly
comoros,inflation-cpi,2014-10-01,0.94,monthly
comoros,inflation-cpi,2014-11-01,1.44,monthly
comoros,inflation-cpi,2014-12-01,2.67,monthly
comoros,inflation-cpi,2015-01-01,2.7,monthly
comoros,inflation-cpi,2015-02-01,2.41,monthly
comoros,inflation-cpi,2015-03-01,1,monthly
comoros,inflation-cpi,2015-04-01,0.43,monthly
comoros,inflation-cpi,2015-05-01,0.91,monthly
comoros,inflation-cpi,2015-06-01,0.68,monthly
comoros,inflation-cpi,2015-07-01,-1.18,monthly
comoros,inflation-cpi,2015-08-01,0.39,monthly
comoros,inflation-cpi,2015-09-01,2.41,monthly
comoros,inflation-cpi,2015-10-01,0.94,monthly
comoros,inflation-cpi,2015-11-01,1.44,monthly
comoros,inflation-cpi,2015-12-01,2.67,monthly
comoros,inflation-cpi,2016-01-01,2.7,monthly
comoros,inflation-cpi,2016-02-01,2.41,monthly
comoros,inflation-cpi,2016-03-01,1,monthly
comoros,inflation-cpi,2016-04-01,0.43,monthly
comoros,inflation-cpi,2016-05-01,2.11,monthly
comoros,inflation-cpi,2016-06-01,2.61,monthly
comoros,inflation-cpi,2016-07-01,3.5,monthly
comoros,inflation-cpi,2016-08-01,1.68,monthly
comoros,inflation-cpi,2016-09-01,-0.53,monthly
comoros,inflation-cpi,2016-10-01,2.39,monthly
comoros,inflation-cpi,2016-11-01,1.23,monthly
comoros,inflation-cpi,2016-12-01,0.63,monthly
comoros,inflation-cpi,2017-01-01,-0.5,monthly
comoros,inflation-cpi,2017-02-01,0.12,monthly
comoros,inflation-cpi,2017-03-01,2.05,monthly
comoros,inflation-cpi,2017-04-01,3.25,monthly
comoros,inflation-cpi,2017-05-01,2.11,monthly
comoros,inflation-cpi,2017-06-01,2.61,monthly
comoros,inflation-cpi,2017-07-01,3.5,monthly
comoros,inflation-cpi,2017-08-01,1.68,monthly
comoros,inflation-cpi,2017-09-01,-0.53,monthly
comoros,inflation-cpi,2017-10-01,2.39,monthly
comoros,inflation-cpi,2017-11-01,1.23,monthly
comoros,inflation-cpi,2017-12-01,0.63,monthly
comoros,inflation-cpi,2018-01-01,-0.5,monthly
comoros,inflation-cpi,2018-02-01,0.12,monthly
comoros,inflation-cpi,2018-03-01,2.05,monthly
comoros,inflation-cpi,2018-04-01,3.25,monthly
comoros,inflation-cpi,2018-05-01,2.11,monthly
comoros,inflation-cpi,2018-06-01,2.61,monthly
comoros,inflation-cpi,2018-07-01,3.5,monthly
comoros,inflation-cpi,2018-08-01,1.68,monthly
comoros,inflation-cpi,2018-09-01,-0.53,monthly
comoros,inflation-cpi,2018-10-01,2.39,monthly
comoros,inflation-cpi,2018-11-01,1.23,monthly
comoros,inflation-cpi,2018-12-01,0.63,monthly
comoros,inflation-cpi,2019-01-01,-0.5,monthly
comoros,inflation-cpi,2019-02-01,0.12,monthly
comoros,inflation-cpi,2019-03-01,2.05,monthly
comoros,inflation-cpi,2019-04-01,3.25,monthly
comoros,inflation-cpi,2019-05-01,-2.45,monthly
comoros,inflation-cpi,2019-06-01,-2.46,monthly
comoros,inflation-cpi,2019-07-01,0.27,monthly
comoros,inflation-cpi,2019-08-01,0.88,monthly
comoros,inflation-cpi,2019-09-01,4.3,monthly
comoros,inflation-cpi,2019-10-01,5.2,monthly
comoros,inflation-cpi,2019-11-01,5.8,monthly
comoros,inflation-cpi,2019-12-01,7.1,monthly
comoros,inflation-cpi,2020-01-01,6.3,monthly
comoros,inflation-cpi,2020-02-01,5.7,monthly
comoros,inflation-cpi,2020-03-01,6.9,monthly
comoros,inflation-cpi,2020-04-01,7.6,monthly
comoros,inflation-cpi,2020-05-01,-2.45,monthly
comoros,inflation-cpi,2020-06-01,-2.46,monthly
comoros,inflation-cpi,2020-07-01,0.27,monthly
comoros,inflation-cpi,2020-08-01,0.88,monthly
comoros,inflation-cpi,2020-09-01,4.3,monthly
comoros,inflation-cpi,2020-10-01,5.2,monthly
comoros,inflation-cpi,2020-11-01,5.8,monthly
comoros,inflation-cpi,2020-12-01,7.1,monthly
comoros,inflation-cpi,2021-01-01,6.3,monthly
comoros,inflation-cpi,2021-02-01,5.7,monthly
comoros,inflation-cpi,2021-03-01,6.9,monthly
comoros,inflation-cpi,2021-04-01,7.6,monthly
comoros,inflation-cpi,2021-05-01,5.8,monthly
comoros,inflation-cpi,2021-06-01,11.4,monthly
comoros,inflation-cpi,2021-07-01,15.7,monthly
comoros,inflation-cpi,2021-08-01,18.2,monthly
comoros,inflation-cpi,2021-09-01,15.9,monthly
comoros,inflation-cpi,2021-10-01,21.9,monthly
comoros,inflation-cpi,2021-11-01,17.7,monthly
comoros,inflation-cpi,2021-12-01,20.9,monthly
comoros,inflation-cpi,2022-01-01,20.7,monthly
comoros,inflation-cpi,2022-02-01,19.9,monthly
comoros,inflation-cpi,2022-03-01,20.2,monthly
comoros,inflation-cpi,2022-04-01,19.4,monthly
comoros,inflation-cpi,2022-05-01,5.8,monthly
comoros,inflation-cpi,2022-06-01,11.4,monthly
comoros,inflation-cpi,2022-07-01,15.7,monthly
comoros,inflation-cpi,2022-08-01,18.2,monthly
comoros,inflation-cpi,2022-09-01,15.9,monthly
comoros,inflation-cpi,2022-10-01,21.9,monthly
comoros,inflation-cpi,2022-11-01,17.7,monthly
comoros,inflation-cpi,2022-12-01,20.9,monthly
comoros,inflation-cpi,2023-01-01,20.7,monthly
comoros,inflation-cpi,2023-02-01,19.9,monthly
comoros,inflation-cpi,2023-03-01,20.2,monthly
comoros,inflation-cpi,2023-04-01,19.4,monthly
comoros,inflation-cpi,2023-05-01,16.6,monthly
comoros,inflation-cpi,2023-06-01,7.9,monthly
comoros,inflation-cpi,2023-07-01,5,monthly
comoros,inflation-cpi,2023-08-01,1.8,monthly
comoros,inflation-cpi,2023-09-01,1.1,monthly
comoros,inflation-cpi,2023-10-01,-0.5,monthly
comoros,inflation-cpi,2023-11-01,-1.4,monthly
comoros,inflation-cpi,2023-12-01,-2,monthly
south-sudan,inflation-cpi,2010-05-01,24.05,monthly
south-sudan,inflation-cpi,2010-06-01,35.52,monthly
south-sudan,inflation-cpi,2010-07-01,46.16,monthly
south-sudan,inflation-cpi,2010-08-01,61.72,monthly
south-sudan,inflation-cpi,2010-09-01,66.02,monthly
south-sudan,inflation-cpi,2010-10-01,75.17,monthly
south-sudan,inflation-cpi,2010-11-01,78.83,monthly
south-sudan,inflation-cpi,2010-12-01,65.55,monthly
south-sudan,inflation-cpi,2011-01-01,47.81,monthly
south-sudan,inflation-cpi,2011-02-01,42.42,monthly
south-sudan,inflation-cpi,2011-03-01,50.84,monthly
south-sudan,inflation-cpi,2011-04-01,29.62,monthly
south-sudan,inflation-cpi,2011-05-01,87.47,monthly
south-sudan,inflation-cpi,2011-06-01,74.06,monthly
south-sudan,inflation-cpi,2011-07-01,60.85,monthly
south-sudan,inflation-cpi,2011-08-01,43.32,monthly
south-sudan,inflation-cpi,2011-09-01,42.87,monthly
south-sudan,inflation-cpi,2011-10-01,21.52,monthly
south-sudan,inflation-cpi,2011-11-01,41.01,monthly
south-sudan,inflation-cpi,2011-12-01,25.24,monthly
south-sudan,inflation-cpi,2012-01-01,35,monthly
south-sudan,inflation-cpi,2012-02-01,24.06,monthly
south-sudan,inflation-cpi,2012-03-01,14.09,monthly
south-sudan,inflation-cpi,2012-04-01,16.01,monthly
south-sudan,inflation-cpi,2012-05-01,87.47,monthly
south-sudan,inflation-cpi,2012-06-01,74.06,monthly
south-sudan,inflation-cpi,2012-07-01,60.85,monthly
south-sudan,inflation-cpi,2012-08-01,43.32,monthly
south-sudan,inflation-cpi,2012-09-01,42.87,monthly
south-sudan,inflation-cpi,2012-10-01,21.52,monthly
south-sudan,inflation-cpi,2012-11-01,41.01,monthly
south-sudan,inflation-cpi,2012-12-01,25.24,monthly
south-sudan,inflation-cpi,2013-01-01,35,monthly
south-sudan,inflation-cpi,2013-02-01,24.06,monthly
south-sudan,inflation-cpi,2013-03-01,14.09,monthly
south-sudan,inflation-cpi,2013-04-01,16.01,monthly
south-sudan,inflation-cpi,2013-05-01,38.41,monthly
south-sudan,inflation-cpi,2013-06-01,61.17,monthly
south-sudan,inflation-cpi,2013-07-01,51.86,monthly
south-sudan,inflation-cpi,2013-08-01,58.66,monthly
south-sudan,inflation-cpi,2013-09-01,91.25,monthly
south-sudan,inflation-cpi,2013-10-01,95.68,monthly
south-sudan,inflation-cpi,2013-11-01,73.58,monthly
south-sudan,inflation-cpi,2013-12-01,109.9,monthly
south-sudan,inflation-cpi,2014-01-01,164.9,monthly
south-sudan,inflation-cpi,2014-02-01,202.5,monthly
south-sudan,inflation-cpi,2014-03-01,245.2,monthly
south-sudan,inflation-cpi,2014-04-01,266.4,monthly
south-sudan,inflation-cpi,2014-05-01,38.41,monthly
south-sudan,inflation-cpi,2014-06-01,61.17,monthly
south-sudan,inflation-cpi,2014-07-01,51.86,monthly
south-sudan,inflation-cpi,2014-08-01,58.66,monthly
south-sudan,inflation-cpi,2014-09-01,91.25,monthly
south-sudan,inflation-cpi,2014-10-01,95.68,monthly
south-sudan,inflation-cpi,2014-11-01,73.58,monthly
south-sudan,inflation-cpi,2014-12-01,109.9,monthly
south-sudan,inflation-cpi,2015-01-01,164.9,monthly
south-sudan,inflation-cpi,2015-02-01,202.5,monthly
south-sudan,inflation-cpi,2015-03-01,245.2,monthly
south-sudan,inflation-cpi,2015-04-01,266.4,monthly
south-sudan,inflation-cpi,2015-05-01,38.41,monthly
south-sudan,inflation-cpi,2015-06-01,61.17,monthly
south-sudan,inflation-cpi,2015-07-01,51.86,monthly
south-sudan,inflation-cpi,2015-08-01,58.66,monthly
south-sudan,inflation-cpi,2015-09-01,91.25,monthly
south-sudan,inflation-cpi,2015-10-01,95.68,monthly
south-sudan,inflation-cpi,2015-11-01,73.58,monthly
south-sudan,inflation-cpi,2015-12-01,109.9,monthly
south-sudan,inflation-cpi,2016-01-01,164.9,monthly
south-sudan,inflation-cpi,2016-02-01,202.5,monthly
south-sudan,inflation-cpi,2016-03-01,245.2,monthly
south-sudan,inflation-cpi,2016-04-01,266.4,monthly
south-sudan,inflation-cpi,2016-05-01,334,monthly
south-sudan,inflation-cpi,2016-06-01,361.9,monthly
south-sudan,inflation-cpi,2016-07-01,154.5,monthly
south-sudan,inflation-cpi,2016-08-01,165,monthly
south-sudan,inflation-cpi,2016-09-01,101.9,monthly
south-sudan,inflation-cpi,2016-10-01,131.9,monthly
south-sudan,inflation-cpi,2016-11-01,142,monthly
south-sudan,inflation-cpi,2016-12-01,117.7,monthly
south-sudan,inflation-cpi,2017-01-01,125,monthly
south-sudan,inflation-cpi,2017-02-01,112.7,monthly
south-sudan,inflation-cpi,2017-03-01,161.2,monthly
south-sudan,inflation-cpi,2017-04-01,186.6,monthly
south-sudan,inflation-cpi,2017-05-01,83.9,monthly
south-sudan,inflation-cpi,2017-06-01,88.5,monthly
south-sudan,inflation-cpi,2017-07-01,123,monthly
south-sudan,inflation-cpi,2017-08-01,74.8,monthly
south-sudan,inflation-cpi,2017-09-01,49.1,monthly
south-sudan,inflation-cpi,2017-10-01,41.8,monthly
south-sudan,inflation-cpi,2017-11-01,33.5,monthly
south-sudan,inflation-cpi,2017-12-01,40.1,monthly
south-sudan,inflation-cpi,2018-01-01,72.3,monthly
south-sudan,inflation-cpi,2018-02-01,58.7,monthly
south-sudan,inflation-cpi,2018-03-01,62.9,monthly
south-sudan,inflation-cpi,2018-04-01,51.9,monthly
south-sudan,inflation-cpi,2018-05-01,83.9,monthly
south-sudan,inflation-cpi,2018-06-01,88.5,monthly
south-sudan,inflation-cpi,2018-07-01,123,monthly
south-sudan,inflation-cpi,2018-08-01,74.8,monthly
south-sudan,inflation-cpi,2018-09-01,49.1,monthly
south-sudan,inflation-cpi,2018-10-01,41.8,monthly
south-sudan,inflation-cpi,2018-11-01,33.5,monthly
south-sudan,inflation-cpi,2018-12-01,40.1,monthly
south-sudan,inflation-cpi,2019-01-01,72.3,monthly
south-sudan,inflation-cpi,2019-02-01,58.7,monthly
south-sudan,inflation-cpi,2019-03-01,62.9,monthly
south-sudan,inflation-cpi,2019-04-01,51.9,monthly
south-sudan,inflation-cpi,2019-05-01,77.6,monthly
south-sudan,inflation-cpi,2019-06-01,86.3,monthly
south-sudan,inflation-cpi,2019-07-01,71.8,monthly
south-sudan,inflation-cpi,2019-08-01,107.7,monthly
south-sudan,inflation-cpi,2019-09-01,157.3,monthly
south-sudan,inflation-cpi,2019-10-01,170.5,monthly
south-sudan,inflation-cpi,2019-11-01,72.7,monthly
south-sudan,inflation-cpi,2019-12-01,69,monthly
south-sudan,inflation-cpi,2020-01-01,36.4,monthly
south-sudan,inflation-cpi,2020-02-01,54,monthly
south-sudan,inflation-cpi,2020-03-01,40.4,monthly
south-sudan,inflation-cpi,2020-04-01,39.5,monthly
south-sudan,inflation-cpi,2020-05-01,37.7,monthly
south-sudan,inflation-cpi,2020-06-01,9.8,monthly
south-sudan,inflation-cpi,2020-07-01,7.5,monthly
south-sudan,inflation-cpi,2020-08-01,11.6,monthly
south-sudan,inflation-cpi,2020-09-01,8,monthly
south-sudan,inflation-cpi,2020-10-01,11.5,monthly
south-sudan,inflation-cpi,2020-11-01,78.3,monthly
south-sudan,inflation-cpi,2020-12-01,58,monthly
south-sudan,inflation-cpi,2021-01-01,46.8,monthly
south-sudan,inflation-cpi,2021-02-01,18.3,monthly
south-sudan,inflation-cpi,2021-03-01,18.96,monthly
south-sudan,inflation-cpi,2021-04-01,15.12,monthly
south-sudan,inflation-cpi,2021-05-01,1.7,monthly
south-sudan,inflation-cpi,2021-06-01,5.6,monthly
south-sudan,inflation-cpi,2021-07-01,-1.6,monthly
south-sudan,inflation-cpi,2021-08-01,-3.1,monthly
south-sudan,inflation-cpi,2021-09-01,3.8,monthly
south-sudan,inflation-cpi,2021-10-01,-3.3,monthly
south-sudan,inflation-cpi,2021-11-01,0.8,monthly
south-sudan,inflation-cpi,2021-12-01,5.8,monthly
south-sudan,inflation-cpi,2022-01-01,-8.1,monthly
south-sudan,inflation-cpi,2022-02-01,-7.4,monthly
south-sudan,inflation-cpi,2022-03-01,22.5,monthly
south-sudan,inflation-cpi,2022-05-01,1.7,monthly
south-sudan,inflation-cpi,2022-06-01,5.6,monthly
south-sudan,inflation-cpi,2022-07-01,-1.6,monthly
south-sudan,inflation-cpi,2022-08-01,-3.1,monthly
south-sudan,inflation-cpi,2022-09-01,3.8,monthly
south-sudan,inflation-cpi,2022-10-01,-3.3,monthly
south-sudan,inflation-cpi,2022-11-01,0.8,monthly
south-sudan,inflation-cpi,2022-12-01,5.8,monthly
south-sudan,inflation-cpi,2023-01-01,-8.1,monthly
south-sudan,inflation-cpi,2023-02-01,-7.4,monthly
south-sudan,inflation-cpi,2023-03-01,22.5,monthly
south-sudan,inflation-cpi,2023-05-01,1.7,monthly
south-sudan,inflation-cpi,2023-06-01,5.6,monthly
south-sudan,inflation-cpi,2023-07-01,-1.6,monthly
south-sudan,inflation-cpi,2023-08-01,-3.1,monthly
south-sudan,inflation-cpi,2023-09-01,3.8,monthly
south-sudan,inflation-cpi,2023-10-01,-3.3,monthly
south-sudan,inflation-cpi,2023-11-01,0.8,monthly
south-sudan,inflation-cpi,2023-12-01,5.8,monthly
south-sudan,inflation-cpi,2024-01-01,-8.1,monthly
south-sudan,inflation-cpi,2024-02-01,-7.4,monthly
south-sudan,inflation-cpi,2024-03-01,22.5,monthly
united-states,inflation-cpi,2011-04-01,2.3,monthly
united-states,inflation-cpi,2011-05-01,1.7,monthly
united-states,inflation-cpi,2011-06-01,1.7,monthly
united-states,inflation-cpi,2011-07-01,1.4,monthly
united-states,inflation-cpi,2011-09-01,2,monthly
united-states,inflation-cpi,2011-10-01,2.2,monthly
united-states,inflation-cpi,2011-11-01,1.8,monthly
united-states,inflation-cpi,2011-12-01,1.7,monthly
united-states,inflation-cpi,2012-01-01,1.6,monthly
united-states,inflation-cpi,2012-02-01,2,monthly
united-states,inflation-cpi,2012-03-01,1.5,monthly
united-states,inflation-cpi,2012-04-01,1.1,monthly
united-states,inflation-cpi,2012-05-01,1.4,monthly
united-states,inflation-cpi,2012-06-01,1.7,monthly
united-states,inflation-cpi,2012-07-01,1.4,monthly
united-states,inflation-cpi,2012-09-01,2,monthly
united-states,inflation-cpi,2012-10-01,2.2,monthly
united-states,inflation-cpi,2012-11-01,1.8,monthly
united-states,inflation-cpi,2012-12-01,1.7,monthly
united-states,inflation-cpi,2013-01-01,1.6,monthly
united-states,inflation-cpi,2013-02-01,2,monthly
united-states,inflation-cpi,2013-03-01,1.5,monthly
united-states,inflation-cpi,2013-04-01,1.1,monthly
united-states,inflation-cpi,2013-05-01,1.4,monthly
united-states,inflation-cpi,2013-06-01,1.8,monthly
united-states,inflation-cpi,2013-08-01,1.5,monthly
united-states,inflation-cpi,2013-09-01,1.2,monthly
united-states,inflation-cpi,2013-10-01,1,monthly
united-states,inflation-cpi,2013-11-01,1.2,monthly
united-states,inflation-cpi,2013-12-01,1.5,monthly
united-states,inflation-cpi,2014-01-01,1.6,monthly
united-states,inflation-cpi,2014-02-01,1.1,monthly
united-states,inflation-cpi,2014-03-01,1.5,monthly
united-states,inflation-cpi,2014-04-01,2,monthly
united-states,inflation-cpi,2014-05-01,2.1,monthly
united-states,inflation-cpi,2014-06-01,2.1,monthly
united-states,inflation-cpi,2014-07-01,2,monthly
united-states,inflation-cpi,2014-08-01,1.7,monthly
united-states,inflation-cpi,2014-09-01,1.7,monthly
united-states,inflation-cpi,2014-10-01,1.7,monthly
united-states,inflation-cpi,2014-11-01,1.3,monthly
united-states,inflation-cpi,2014-12-01,0.8,monthly
united-states,inflation-cpi,2015-01-01,-0.1,monthly
united-states,inflation-cpi,2015-02-01,0,monthly
united-states,inflation-cpi,2015-03-01,-0.1,monthly
united-states,inflation-cpi,2015-04-01,-0.2,monthly
united-states,inflation-cpi,2016-05-01,1,monthly
united-states,inflation-cpi,2016-06-01,1,monthly
united-states,inflation-cpi,2016-07-01,0.8,monthly
united-states,inflation-cpi,2016-08-01,1.1,monthly
united-states,inflation-cpi,2016-09-01,1.5,monthly
united-states,inflation-cpi,2016-10-01,1.6,monthly
united-states,inflation-cpi,2016-11-01,1.7,monthly
united-states,inflation-cpi,2016-12-01,2.1,monthly
united-states,inflation-cpi,2017-01-01,2.5,monthly
united-states,inflation-cpi,2017-02-01,2.7,monthly
united-states,inflation-cpi,2017-03-01,2.4,monthly
united-states,inflation-cpi,2017-04-01,2.2,monthly
united-states,inflation-cpi,2017-05-01,1.9,monthly
united-states,inflation-cpi,2017-06-01,1.6,monthly
united-states,inflation-cpi,2017-07-01,1.7,monthly
united-states,inflation-cpi,2017-08-01,1.9,monthly
united-states,inflation-cpi,2017-09-01,2.2,monthly
united-states,inflation-cpi,2017-10-01,2,monthly
united-states,inflation-cpi,2017-12-01,2.1,monthly
united-states,inflation-cpi,2018-01-01,2.1,monthly
united-states,inflation-cpi,2018-02-01,2.2,monthly
united-states,inflation-cpi,2018-03-01,2.4,monthly
united-states,inflation-cpi,2018-04-01,2.5,monthly
united-states,inflation-cpi,2018-05-01,2.8,monthly
united-states,inflation-cpi,2018-06-01,2.9,monthly
united-states,inflation-cpi,2018-07-01,2.9,monthly
united-states,inflation-cpi,2018-08-01,2.7,monthly
united-states,inflation-cpi,2018-09-01,2.3,monthly
united-states,inflation-cpi,2018-10-01,2.5,monthly
united-states,inflation-cpi,2018-11-01,2.2,monthly
united-states,inflation-cpi,2018-12-01,1.9,monthly
united-states,inflation-cpi,2019-01-01,1.6,monthly
united-states,inflation-cpi,2019-02-01,1.5,monthly
united-states,inflation-cpi,2019-03-01,1.9,monthly
united-states,inflation-cpi,2019-04-01,2,monthly
united-states,inflation-cpi,2019-05-01,1.8,monthly
united-states,inflation-cpi,2019-06-01,1.6,monthly
united-states,inflation-cpi,2019-07-01,1.8,monthly
united-states,inflation-cpi,2019-08-01,1.7,monthly
united-states,inflation-cpi,2019-09-01,1.7,monthly
united-states,inflation-cpi,2019-10-01,1.8,monthly
united-states,inflation-cpi,2019-11-01,2.1,monthly
united-states,inflation-cpi,2019-12-01,2.3,monthly
united-states,inflation-cpi,2020-01-01,2.5,monthly
united-states,inflation-cpi,2020-02-01,2.3,monthly
united-states,inflation-cpi,2020-03-01,1.5,monthly
united-states,inflation-cpi,2020-04-01,0.3,monthly
united-states,inflation-cpi,2020-05-01,0.1,monthly
united-states,inflation-cpi,2020-06-01,0.6,monthly
united-states,inflation-cpi,2020-07-01,1,monthly
united-states,inflation-cpi,2020-08-01,1.3,monthly
united-states,inflation-cpi,2020-09-01,1.4,monthly
united-states,inflation-cpi,2020-10-01,1.2,monthly
united-states,inflation-cpi,2020-11-01,1.2,monthly
united-states,inflation-cpi,2020-12-01,1.4,monthly
united-states,inflation-cpi,2021-01-01,1.4,monthly
united-states,inflation-cpi,2021-02-01,1.7,monthly
united-states,inflation-cpi,2021-03-01,2.6,monthly
united-states,inflation-cpi,2021-04-01,4.2,monthly
united-states,inflation-cpi,2022-05-01,8.6,monthly
united-states,inflation-cpi,2022-06-01,9.1,monthly
united-states,inflation-cpi,2022-07-01,8.5,monthly
united-states,inflation-cpi,2022-08-01,8.3,monthly
united-states,inflation-cpi,2022-09-01,8.2,monthly
united-states,inflation-cpi,2022-10-01,7.7,monthly
