"indicator_arm","ind1_arm","ind2_arm","indicator_eng","ind1_eng","ind2_eng","year","wages","wages_corrected","cpi_yoy","adj_price","wages_real"
"ըստ տնտեսական գործունեության տեսակների - անշարժ գույքի հետ կապված գործունեություն","ըստ տնտեսական գործունեության տեսակների","անշարժ գույքի հետ կապված գործունեություն","Types of Economic Activity - Real estate activities","Types of Economic Activity","Real estate activities",2016,139691,126154.22944166964,0.9892189082336652,1.2718631848000548,160450.9200336788
"ըստ տնտեսական գործունեության տեսակների - անշարժ գույքի հետ կապված գործունեություն","ըստ տնտեսական գործունեության տեսակների","անշարժ գույքի հետ կապված գործունեություն","Types of Economic Activity - Real estate activities","Types of Economic Activity","Real estate activities",2017,134544,121506,1.02611484039391,1.239493996901756,150605.95758754478
"ըստ տնտեսական գործունեության տեսակների - անշարժ գույքի հետ կապված գործունեություն","ըստ տնտեսական գործունեության տեսակների","անշարժ գույքի հետ կապված գործունեություն","Types of Economic Activity - Real estate activities","Types of Economic Activity","Real estate activities",2018,127912,127912,1.0179122090263264,1.2176826114379562,155756.21819425185
"ըստ տնտեսական գործունեության տեսակների - անշարժ գույքի հետ կապված գործունեություն","ըստ տնտեսական գործունեության տեսակների","անշարժ գույքի հետ կապված գործունեություն","Types of Economic Activity - Real estate activities","Types of Economic Activity","Real estate activities",2019,130891.1,130891.1,1.0072816647657017,1.2088799528791134,158231.62680029534
"ըստ տնտեսական գործունեության տեսակների - անշարժ գույքի հետ կապված գործունեություն","ըստ տնտեսական գործունեության տեսակների","անշարժ գույքի հետ կապված գործունեություն","Types of Economic Activity - Real estate activities","Types of Economic Activity","Real estate activities",2020,136422,136422,1.0366382465663597,1.1661541110250053,159089.07613425326
"ըստ տնտեսական գործունեության տեսակների - անշարժ գույքի հետ կապված գործունեություն","ըստ տնտեսական գործունեության տեսակների","անշարժ գույքի հետ կապված գործունեություն","Types of Economic Activity - Real estate activities","Types of Economic Activity","Real estate activities",2021,144291,144291,1.0767545346275733,1.0830268863723462,156271.0324615522
"ըստ տնտեսական գործունեության տեսակների - անշարժ գույքի հետ կապված գործունեություն","ըստ տնտեսական գործունեության տեսակների","անշարժ գույքի հետ կապված գործունեություն","Types of Economic Activity - Real estate activities","Types of Economic Activity","Real estate activities",2022,161857,161857,1.0830268863723458,1,161857
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2009,102868,109735.88713700506,1.0650141146986458,1.6399829306856706,179964.98178833755
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2010,102929,109800.95974574013,1.0942618224536644,1.498711640152387,164559.9764708444
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2011,117864,125733.08124505158,1.0467781008092338,1.4317376710439165,180016.78891496567
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2012,116428,124201.2080295838,1.0321982068785194,1.3870763013371707,172276.5522552836
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2013,148357,140347.77185937102,1.055556132712271,1.3140715669692073,184427.0164878805
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2014,155916,147498.6903026193,1.04579786714902,1.25652538434749,185335.8485232501
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2015,167573,158526.3733682292,0.9987078446073119,1.2581511110905024,199450.1327903854
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2016,177528,167943.94091718234,0.9892189082336652,1.2718631848000548,213601.71556279977
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2017,188752,178562,1.02611484039391,1.239493996901756,221326.52707477135
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2018,182395,182395,1.0179122090263264,1.2176826114379562,222099.21991322603
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2019,182699.4,182699.4,1.0072816647657017,1.2088799528791134,220861.6420630423
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2020,186868,186868,1.0366382465663597,1.1661541110250053,217916.88641902068
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2021,199376,199376,1.0767545346275733,1.0830268863723462,215929.5684973729
"ըստ տնտեսական գործունեության տեսակների - մասնագիտական, գիտական և տեխնիկական գործունեություն","ըստ տնտեսական գործունեության տեսակների","մասնագիտական, գիտական և տեխնիկական գործունեություն","Types of Economic Activity - Professional, scientific and technical activities","Types of Economic Activity","Professional, scientific and technical activities",2022,238328,238328,1.0830268863723458,1,238328
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2009,95636,101887.21765467974,1.0650141146986458,1.6399829306856706,167093.29780873048
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2010,89621,95479.04903415087,1.0942618224536644,1.498711640152387,143095.56217816242
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2011,93387,99491.21246306387,1.0467781008092338,1.4317376710439165,142445.31682120255
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2012,94768,100962.48110229087,1.0321982068785194,1.3870763013371707,140042.6648611896
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2013,114403,101557.2500993149,1.055556132712271,1.3140715669692073,133453.49477509042
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2014,129300,114781.53927642996,1.04579786714902,1.25652538434749,144225.91775531266
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2015,131611,116833.04845870243,0.9987078446073119,1.2581511110905024,146993.62973040697
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2016,136362,121050.58204804751,0.9892189082336652,1.2718631848000548,153959.77880553005
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2017,143483,127372,1.02611484039391,1.239493996901756,157876.82937337048
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2018,128610,128610,1.0179122090263264,1.2176826114379562,156606.16065703554
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2019,129891.7,129891.7,1.0072816647657017,1.2088799528791134,157023.47217538793
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2020,133188,133188,1.0366382465663597,1.1661541110250053,155317.73373919842
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2021,140367,140367,1.0767545346275733,1.0830268863723462,152021.23495942712
"ըստ տնտեսական գործունեության տեսակների - վարչարարական և օժանդակ գործունեություն","ըստ տնտեսական գործունեության տեսակների","վարչարարական և օժանդակ գործունեություն","Types of Economic Activity - Administrative and support service activities","Types of Economic Activity","Administrative and support service activities",2022,163341,163341,1.0830268863723458,1,163341
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2009,110475,151629.81095467787,1.0650141146986458,1.6399829306856706,248670.30174876683
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2010,114887,157685.39571079498,1.0942618224536644,1.498711640152387,236324.93803380372
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2011,121515,166782.49810507067,1.0467781008092338,1.4317376710439165,238788.7854078403
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2012,127695,175264.70884686662,1.0321982068785194,1.3870763013371707,243105.52410224784
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2013,179694,185790.0621277821,1.055556132712271,1.3140715669692073,244141.438067561
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2014,195973,202621.32205509278,1.04579786714902,1.25652538434749,254598.834572272
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2015,217485,224863.1098526422,0.9987078446073119,1.2581511110905024,282911.77150436747
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2016,215383,222689.8001673294,0.9892189082336652,1.2718631848000548,283230.95846330735
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2017,222316,229858.00000000003,1.02611484039391,1.239493996901756,284907.6111398439
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2018,243925,243925,1.0179122090263264,1.2176826114379562,297023.2309950035
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2019,273777.7,273777.7,1.0072816647657017,1.2088799528791134,330964.37307535205
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2020,274001,274001,1.0366382465663597,1.1661541110250053,319527.39257496246
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2021,298053,298053,1.0767545346275733,1.0830268863723462,322799.4125639369
"ըստ տնտեսական գործունեության տեսակների - պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","ըստ տնտեսական գործունեության տեսակների","պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Types of Economic Activity - Public administration and defence; compulsory social security","Types of Economic Activity","Public administration and defence; compulsory social security",2022,317690,317690,1.0830268863723458,1,317690
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2009,75277,87197.1117893278,1.0650141146986458,1.6399829306856706,143001.77493958783
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2010,76112,88164.3340264532,1.0942618224536644,1.498711640152387,132132.91365172857
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2011,77778,90094.14510076567,1.0467781008092338,1.4317376710439165,128991.18148126292
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2012,80177,92873.02671377626,1.0321982068785194,1.3870763013371707,128821.97438813302
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2013,100929,96750.56472889974,1.055556132712271,1.3140715669692073,127137.16619846101
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2014,107600,103145.3870030379,1.04579786714902,1.25652538434749,129604.7970476628
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2015,115882,111084.51428146876,0.9987078446073119,1.2581511110905024,139761.1050681787
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2016,120380,115396.29821027606,0.9892189082336652,1.2718631848000548,146768.30335585857
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2017,121136,116121,1.02611484039391,1.239493996901756,143931.2824142288
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2018,116817,116817,1.0179122090263264,1.2176826114379562,142246.02962034772
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2019,121528.2,121528.2,1.0072816647657017,1.2088799528791134,146913.00468948347
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2020,128789,128789,1.0366382465663597,1.1661541110250053,150187.8218047994
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2021,131455,131455,1.0767545346275733,1.0830268863723462,142369.29934807678
"ըստ տնտեսական գործունեության տեսակների - կրթություն","ըստ տնտեսական գործունեության տեսակների","կրթություն","Types of Economic Activity - Education","Types of Economic Activity","Education",2022,137050,137050,1.0830268863723458,1,137050
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2009,65658,77072.82047139399,1.0650141146986458,1.6399829306856706,126398.10999288727
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2010,68561,80480.51485484242,1.0942618224536644,1.498711640152387,120617.08441840943
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2011,84344,99007.43199365278,1.0467781008092338,1.4317376710439165,141752.67009863138
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2012,86979,102100.53385393064,1.0321982068785194,1.3870763013371707,141621.2308626607
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2013,115371,112464.70456336063,1.055556132712271,1.3140715669692073,147786.67055430426
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2014,127547,124333.98057521351,1.04579786714902,1.25652538434749,156228.8027297235
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2015,136784,133338.292543141,0.9987078446073119,1.2581511110905024,167759.7209140633
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2016,139853,136329.98177444658,0.9892189082336652,1.2718631848000548,173393.08480338106
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2017,143425,139812,1.02611484039391,1.239493996901756,173296.1346948283
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2018,147850,147850,1.0179122090263264,1.2176826114379562,180034.37410110183
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2019,172024.3,172024.3,1.0072816647657017,1.2088799528791134,207956.72767806245
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2020,186847,186847,1.0366382465663597,1.1661541110250053,217892.39718268916
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2021,206786,206786,1.0767545346275733,1.0830268863723462,223954.79772539198
"ըստ տնտեսական գործունեության տեսակների - առողջապահություն և բնակչության սոցիալական սպասարկում","ըստ տնտեսական գործունեության տեսակների","առողջապահություն և բնակչության սոցիալական սպասարկում","Types of Economic Activity - Human health and social work activities","Types of Economic Activity","Human health and social work activities",2022,211645,211645,1.0830268863723458,1,211645
"ըստ տնտեսական գործունեության տեսակների - մշակույթ, զվարճություններ և հանգիստ","ըստ տնտեսական գործունեության տեսակների","մշակույթ, զվարճություններ և հանգիստ","Types of Economic Activity - Arts, entertainment and recreation","Types of Economic Activity","Arts, entertainment and recreation",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
