"date","year","month","month_name","country","direction","type","K_USD"
"2017-07-31","2017",7,"July","Ukraine","Inflow","total",818.02
"2017-07-31","2017",7,"July","Qatar","Inflow","total",226.43
"2017-07-31","2017",7,"July","Kuwait","Inflow","total",209.73
"2017-07-31","2017",7,"July","France","Inflow","total",1941.19
"2017-07-31","2017",7,"July","Others","Inflow","total",1810.9800000000105
"2017-07-31","2017",7,"July","Total","Inflow","total",175122.29
"2017-07-31","2017",7,"July","Australia","Outflow","total",88.72
"2017-07-31","2017",7,"July","Austria","Outflow","total",78.9
"2017-07-31","2017",7,"July","United Arab Emirates","Outflow","total",3286.85
"2017-07-31","2017",7,"July","USA","Outflow","total",11404.56
"2017-07-31","2017",7,"July","Belgium","Outflow","total",228.64
"2017-07-31","2017",7,"July","Belarus","Outflow","total",206.3
"2017-07-31","2017",7,"July","Bulgaria","Outflow","total",370.94
"2017-07-31","2017",7,"July","Germany","Outflow","total",2200.43
"2017-07-31","2017",7,"July","Denmark","Outflow","total",26.78
"2017-07-31","2017",7,"July","Egypt","Outflow","total",151.28
"2017-07-31","2017",7,"July","Turkey","Outflow","total",818.45
"2017-07-31","2017",7,"July","Israel","Outflow","total",87.53
"2017-07-31","2017",7,"July","Spain","Outflow","total",2051.87
"2017-07-31","2017",7,"July","Ireland","Outflow","total",109
"2017-07-31","2017",7,"July","Italy","Outflow","total",1380.72
"2017-07-31","2017",7,"July","Iran","Outflow","total",247.04
"2017-07-31","2017",7,"July","Poland","Outflow","total",261.86
"2017-07-31","2017",7,"July","Latvia","Outflow","total",1866.02
"2017-07-31","2017",7,"July","Luxembourg","Outflow","total",7.64
"2017-07-31","2017",7,"July","Lebanon","Outflow","total",699.56
"2017-07-31","2017",7,"July","Liechtenstein","Outflow","total",8
"2017-07-31","2017",7,"July","Lithuania","Outflow","total",94.78
"2017-07-31","2017",7,"July","Canada","Outflow","total",399.64
"2017-07-31","2017",7,"July","Korea","Outflow","total",115.79
"2017-07-31","2017",7,"July","Cyprus","Outflow","total",3362.27
"2017-07-31","2017",7,"July","Hong Kong","Outflow","total",1079.48
"2017-07-31","2017",7,"July","Jordan","Outflow","total",15.3
"2017-07-31","2017",7,"July","Greece","Outflow","total",1532.67
"2017-07-31","2017",7,"July","India","Outflow","total",194.07
"2017-07-31","2017",7,"July","Kazakhstan","Outflow","total",107.85
"2017-07-31","2017",7,"July","Kyrgyzstan","Outflow","total",21.77
"2017-07-31","2017",7,"July","Japan","Outflow","total",1945.98
"2017-07-31","2017",7,"July","United Kingdom of Great Britain and Northern Ireland","Outflow","total",910.8
"2017-07-31","2017",7,"July","Isle of Man","Outflow","total",0
"2017-07-31","2017",7,"July","Monaco","Outflow","total",1256.49
"2017-07-31","2017",7,"July","Netherlands","Outflow","total",523.05
"2017-07-31","2017",7,"July","Sweden","Outflow","total",100.74
"2017-07-31","2017",7,"July","Switzerland","Outflow","total",1025.71
"2017-07-31","2017",7,"July","Czechia","Outflow","total",583.54
"2017-07-31","2017",7,"July","China","Outflow","total",5131.91
"2017-07-31","2017",7,"July","Portugal","Outflow","total",52.59
"2017-07-31","2017",7,"July","Russian Federation","Outflow","total",28975.43
"2017-07-31","2017",7,"July","Saudi Arabia","Outflow","total",0.86
"2017-07-31","2017",7,"July","Singapore","Outflow","total",0.84
"2017-07-31","2017",7,"July","Georgia","Outflow","total",1784.98
"2017-07-31","2017",7,"July","Uzbekistan","Outflow","total",95.75
"2017-07-31","2017",7,"July","Ukraine","Outflow","total",904.49
"2017-07-31","2017",7,"July","Qatar","Outflow","total",4
"2017-07-31","2017",7,"July","Kuwait","Outflow","total",56.06
"2017-07-31","2017",7,"July","France","Outflow","total",851.21
"2017-07-31","2017",7,"July","Others","Outflow","total",1102.0000000000146
"2017-07-31","2017",7,"July","Total","Outflow","total",77811.14
"2017-07-31","2017",7,"July","Australia","Net inflow","total",318.83000000000004
"2017-07-31","2017",7,"July","Austria","Net inflow","total",528.14
"2017-07-31","2017",7,"July","United Arab Emirates","Net inflow","total",1250.6399999999999
"2017-07-31","2017",7,"July","USA","Net inflow","total",2692.09
"2017-07-31","2017",7,"July","Belgium","Net inflow","total",583.45
"2017-07-31","2017",7,"July","Belarus","Net inflow","total",-38.920000000000016
"2017-07-31","2017",7,"July","Bulgaria","Net inflow","total",617.19
"2017-07-31","2017",7,"July","Germany","Net inflow","total",817.6200000000003
"2017-07-31","2017",7,"July","Denmark","Net inflow","total",732.99
"2017-07-31","2017",7,"July","Egypt","Net inflow","total",-92.21000000000001
"2017-07-31","2017",7,"July","Turkey","Net inflow","total",-684.6
"2017-07-31","2017",7,"July","Israel","Net inflow","total",176.9
"2017-07-31","2017",7,"July","Spain","Net inflow","total",-1148.5
"2017-07-31","2017",7,"July","Ireland","Net inflow","total",40.81
"2017-07-31","2017",7,"July","Italy","Net inflow","total",-745.26
"2017-07-31","2017",7,"July","Iran","Net inflow","total",212.28
"2017-07-31","2017",7,"July","Poland","Net inflow","total",50.30000000000001
"2017-07-31","2017",7,"July","Latvia","Net inflow","total",-1400.44
"2017-07-31","2017",7,"July","Luxembourg","Net inflow","total",5305.66
"2017-07-31","2017",7,"July","Lebanon","Net inflow","total",4247.049999999999
"2017-07-31","2017",7,"July","Liechtenstein","Net inflow","total",23.6
"2017-07-31","2017",7,"July","Lithuania","Net inflow","total",113.75
"2017-07-31","2017",7,"July","Canada","Net inflow","total",120.39999999999998
"2017-07-31","2017",7,"July","Korea","Net inflow","total",80.11999999999999
"2017-07-31","2017",7,"July","Cyprus","Net inflow","total",-479.6500000000001
"2017-07-31","2017",7,"July","Hong Kong","Net inflow","total",-653.27
"2017-07-31","2017",7,"July","Jordan","Net inflow","total",127.45
"2017-07-31","2017",7,"July","Greece","Net inflow","total",-1156.8600000000001
"2017-07-31","2017",7,"July","India","Net inflow","total",-119.71
"2017-07-31","2017",7,"July","Kazakhstan","Net inflow","total",1903.5500000000002
"2017-07-31","2017",7,"July","Kyrgyzstan","Net inflow","total",36.650000000000006
"2017-07-31","2017",7,"July","Japan","Net inflow","total",-1876
"2017-07-31","2017",7,"July","United Kingdom of Great Britain and Northern Ireland","Net inflow","total",2213.62
"2017-07-31","2017",7,"July","Isle of Man","Net inflow","total",0.44
"2017-07-31","2017",7,"July","Monaco","Net inflow","total",-1090.94
"2017-07-31","2017",7,"July","Netherlands","Net inflow","total",43.370000000000005
"2017-07-31","2017",7,"July","Sweden","Net inflow","total",361.74
"2017-07-31","2017",7,"July","Switzerland","Net inflow","total",821.9099999999999
"2017-07-31","2017",7,"July","Czechia","Net inflow","total",366.68000000000006
"2017-07-31","2017",7,"July","China","Net inflow","total",-4785.5
"2017-07-31","2017",7,"July","Portugal","Net inflow","total",-28.790000000000003
"2017-07-31","2017",7,"July","Russian Federation","Net inflow","total",85493.47
"2017-07-31","2017",7,"July","Saudi Arabia","Net inflow","total",100.27
"2017-07-31","2017",7,"July","Singapore","Net inflow","total",306.46000000000004
"2017-07-31","2017",7,"July","Georgia","Net inflow","total",-368.52
"2017-07-31","2017",7,"July","Uzbekistan","Net inflow","total",204.3
"2017-07-31","2017",7,"July","Ukraine","Net inflow","total",-86.47000000000003
"2017-07-31","2017",7,"July","Qatar","Net inflow","total",222.43
"2017-07-31","2017",7,"July","Kuwait","Net inflow","total",153.67
"2017-07-31","2017",7,"July","France","Net inflow","total",1089.98
"2017-07-31","2017",7,"July","Others","Net inflow","total",708.9800000000105
"2017-07-31","2017",7,"July","Total","Net inflow","total",97311.15000000001
"2017-07-31","2017",7,"July","Australia","Inflow","non-commercial",169.02
"2017-07-31","2017",7,"July","Austria","Inflow","non-commercial",236.99
"2017-07-31","2017",7,"July","United Arab Emirates","Inflow","non-commercial",444.21
"2017-07-31","2017",7,"July","USA","Inflow","non-commercial",9113.66
"2017-07-31","2017",7,"July","Belgium","Inflow","non-commercial",491.94
"2017-07-31","2017",7,"July","Belarus","Inflow","non-commercial",159.68
"2017-07-31","2017",7,"July","Bulgaria","Inflow","non-commercial",70.7
"2017-07-31","2017",7,"July","Germany","Inflow","non-commercial",1543.47
"2017-07-31","2017",7,"July","Denmark","Inflow","non-commercial",68.11
"2017-07-31","2017",7,"July","Egypt","Inflow","non-commercial",8.43
"2017-07-31","2017",7,"July","Turkey","Inflow","non-commercial",117.54
"2017-07-31","2017",7,"July","Israel","Inflow","non-commercial",225.01
"2017-07-31","2017",7,"July","Spain","Inflow","non-commercial",601.17
"2017-07-31","2017",7,"July","Ireland","Inflow","non-commercial",30.54
"2017-07-31","2017",7,"July","Italy","Inflow","non-commercial",180.77
"2017-07-31","2017",7,"July","Iran","Inflow","non-commercial",78.79
"2017-07-31","2017",7,"July","Poland","Inflow","non-commercial",159.79
"2017-07-31","2017",7,"July","Latvia","Inflow","non-commercial",125.18
"2017-07-31","2017",7,"July","Luxembourg","Inflow","non-commercial",46.7
"2017-07-31","2017",7,"July","Lebanon","Inflow","non-commercial",250.59
"2017-07-31","2017",7,"July","Liechtenstein","Inflow","non-commercial",15.22
"2017-07-31","2017",7,"July","Lithuania","Inflow","non-commercial",57.8
"2017-07-31","2017",7,"July","Canada","Inflow","non-commercial",390.97
"2017-07-31","2017",7,"July","Korea","Inflow","non-commercial",23.09
"2017-07-31","2017",7,"July","Cyprus","Inflow","non-commercial",97.55
"2017-07-31","2017",7,"July","Hong Kong","Inflow","non-commercial",92.95
"2017-07-31","2017",7,"July","Jordan","Inflow","non-commercial",29.41
"2017-07-31","2017",7,"July","Greece","Inflow","non-commercial",363.31
"2017-07-31","2017",7,"July","India","Inflow","non-commercial",52.35
"2017-07-31","2017",7,"July","Kazakhstan","Inflow","non-commercial",1723.79
"2017-07-31","2017",7,"July","Kyrgyzstan","Inflow","non-commercial",58.42
"2017-07-31","2017",7,"July","Japan","Inflow","non-commercial",32.76
"2017-07-31","2017",7,"July","United Kingdom of Great Britain and Northern Ireland","Inflow","non-commercial",726.07
"2017-07-31","2017",7,"July","Isle of Man","Inflow","non-commercial",0.39
"2017-07-31","2017",7,"July","Monaco","Inflow","non-commercial",7.02
"2017-07-31","2017",7,"July","Netherlands","Inflow","non-commercial",237.07
"2017-07-31","2017",7,"July","Sweden","Inflow","non-commercial",311.85
"2017-07-31","2017",7,"July","Switzerland","Inflow","non-commercial",321.99
"2017-07-31","2017",7,"July","Czechia","Inflow","non-commercial",144.11
"2017-07-31","2017",7,"July","China","Inflow","non-commercial",139.8
"2017-07-31","2017",7,"July","Portugal","Inflow","non-commercial",14.56
"2017-07-31","2017",7,"July","Russian Federation","Inflow","non-commercial",107975.06
"2017-07-31","2017",7,"July","Saudi Arabia","Inflow","non-commercial",31.87
"2017-07-31","2017",7,"July","Singapore","Inflow","non-commercial",16.3
"2017-07-31","2017",7,"July","Georgia","Inflow","non-commercial",680.52
"2017-07-31","2017",7,"July","Uzbekistan","Inflow","non-commercial",299.75
"2017-07-31","2017",7,"July","Ukraine","Inflow","non-commercial",789.62
"2017-07-31","2017",7,"July","Qatar","Inflow","non-commercial",59.27
"2017-07-31","2017",7,"July","Kuwait","Inflow","non-commercial",56.12
"2017-07-31","2017",7,"July","France","Inflow","non-commercial",1401.16
"2017-07-31","2017",7,"July","Others","Inflow","non-commercial",1018.109999999986
"2017-07-31","2017",7,"July","Total","Inflow","non-commercial",131290.55
"2017-07-31","2017",7,"July","Australia","Outflow","non-commercial",12.85
"2017-07-31","2017",7,"July","Austria","Outflow","non-commercial",46.94
"2017-07-31","2017",7,"July","United Arab Emirates","Outflow","non-commercial",365.25
"2017-07-31","2017",7,"July","USA","Outflow","non-commercial",1559.51
"2017-07-31","2017",7,"July","Belgium","Outflow","non-commercial",63.98
"2017-07-31","2017",7,"July","Belarus","Outflow","non-commercial",154.52
"2017-07-31","2017",7,"July","Bulgaria","Outflow","non-commercial",50.77
"2017-07-31","2017",7,"July","Germany","Outflow","non-commercial",569.35
"2017-07-31","2017",7,"July","Denmark","Outflow","non-commercial",16.93
"2017-07-31","2017",7,"July","Egypt","Outflow","non-commercial",23.4
"2017-07-31","2017",7,"July","Turkey","Outflow","non-commercial",112.25
"2017-07-31","2017",7,"July","Israel","Outflow","non-commercial",53.84
"2017-07-31","2017",7,"July","Spain","Outflow","non-commercial",377.41
"2017-07-31","2017",7,"July","Ireland","Outflow","non-commercial",3.9
"2017-07-31","2017",7,"July","Italy","Outflow","non-commercial",130.37
"2017-07-31","2017",7,"July","Iran","Outflow","non-commercial",66.18
"2017-07-31","2017",7,"July","Poland","Outflow","non-commercial",71.49
"2017-07-31","2017",7,"July","Latvia","Outflow","non-commercial",52.6
"2017-07-31","2017",7,"July","Luxembourg","Outflow","non-commercial",1.86
"2017-07-31","2017",7,"July","Lebanon","Outflow","non-commercial",20.5
"2017-07-31","2017",7,"July","Liechtenstein","Outflow","non-commercial",4.88
"2017-07-31","2017",7,"July","Lithuania","Outflow","non-commercial",28.23
"2017-07-31","2017",7,"July","Canada","Outflow","non-commercial",82.9
"2017-07-31","2017",7,"July","Korea","Outflow","non-commercial",56.62
"2017-07-31","2017",7,"July","Cyprus","Outflow","non-commercial",78.79
"2017-07-31","2017",7,"July","Hong Kong","Outflow","non-commercial",51.53
"2017-07-31","2017",7,"July","Jordan","Outflow","non-commercial",3.66
"2017-07-31","2017",7,"July","Greece","Outflow","non-commercial",197.57
"2017-07-31","2017",7,"July","India","Outflow","non-commercial",30.64
"2017-07-31","2017",7,"July","Kazakhstan","Outflow","non-commercial",99.05
"2017-07-31","2017",7,"July","Kyrgyzstan","Outflow","non-commercial",21.77
"2017-07-31","2017",7,"July","Japan","Outflow","non-commercial",228.88
"2017-07-31","2017",7,"July","United Kingdom of Great Britain and Northern Ireland","Outflow","non-commercial",162.3
"2017-07-31","2017",7,"July","Isle of Man","Outflow","non-commercial",0
"2017-07-31","2017",7,"July","Monaco","Outflow","non-commercial",0.1
"2017-07-31","2017",7,"July","Netherlands","Outflow","non-commercial",73.67
"2017-07-31","2017",7,"July","Sweden","Outflow","non-commercial",15.8
"2017-07-31","2017",7,"July","Switzerland","Outflow","non-commercial",134.29
"2017-07-31","2017",7,"July","Czechia","Outflow","non-commercial",87.78
"2017-07-31","2017",7,"July","China","Outflow","non-commercial",554.71
"2017-07-31","2017",7,"July","Portugal","Outflow","non-commercial",45.28
"2017-07-31","2017",7,"July","Russian Federation","Outflow","non-commercial",15761.16
"2017-07-31","2017",7,"July","Saudi Arabia","Outflow","non-commercial",0.86
"2017-07-31","2017",7,"July","Singapore","Outflow","non-commercial",0
"2017-07-31","2017",7,"July","Georgia","Outflow","non-commercial",799.63
"2017-07-31","2017",7,"July","Uzbekistan","Outflow","non-commercial",95.75
"2017-07-31","2017",7,"July","Ukraine","Outflow","non-commercial",692.17
"2017-07-31","2017",7,"July","Qatar","Outflow","non-commercial",4
"2017-07-31","2017",7,"July","Kuwait","Outflow","non-commercial",0.08
"2017-07-31","2017",7,"July","France","Outflow","non-commercial",403.75
"2017-07-31","2017",7,"July","Others","Outflow","non-commercial",389.8899999999958
"2017-07-31","2017",7,"July","Total","Outflow","non-commercial",23859.64
"2017-07-31","2017",7,"July","Australia","Net inflow","non-commercial",156.17000000000002
"2017-07-31","2017",7,"July","Austria","Net inflow","non-commercial",190.05
"2017-07-31","2017",7,"July","United Arab Emirates","Net inflow","non-commercial",78.95999999999998
"2017-07-31","2017",7,"July","USA","Net inflow","non-commercial",7554.15
"2017-07-31","2017",7,"July","Belgium","Net inflow","non-commercial",427.96
"2017-07-31","2017",7,"July","Belarus","Net inflow","non-commercial",5.159999999999997
"2017-07-31","2017",7,"July","Bulgaria","Net inflow","non-commercial",19.93
"2017-07-31","2017",7,"July","Germany","Net inflow","non-commercial",974.12
"2017-07-31","2017",7,"July","Denmark","Net inflow","non-commercial",51.18
"2017-07-31","2017",7,"July","Egypt","Net inflow","non-commercial",-14.969999999999999
"2017-07-31","2017",7,"July","Turkey","Net inflow","non-commercial",5.290000000000006
"2017-07-31","2017",7,"July","Israel","Net inflow","non-commercial",171.17
"2017-07-31","2017",7,"July","Spain","Net inflow","non-commercial",223.75999999999993
"2017-07-31","2017",7,"July","Ireland","Net inflow","non-commercial",26.64
"2017-07-31","2017",7,"July","Italy","Net inflow","non-commercial",50.400000000000006
"2017-07-31","2017",7,"July","Iran","Net inflow","non-commercial",12.61
"2017-07-31","2017",7,"July","Poland","Net inflow","non-commercial",88.3
"2017-07-31","2017",7,"July","Latvia","Net inflow","non-commercial",72.58000000000001
"2017-07-31","2017",7,"July","Luxembourg","Net inflow","non-commercial",44.84
"2017-07-31","2017",7,"July","Lebanon","Net inflow","non-commercial",230.09
"2017-07-31","2017",7,"July","Liechtenstein","Net inflow","non-commercial",10.34
"2017-07-31","2017",7,"July","Lithuania","Net inflow","non-commercial",29.569999999999997
"2017-07-31","2017",7,"July","Canada","Net inflow","non-commercial",308.07000000000005
"2017-07-31","2017",7,"July","Korea","Net inflow","non-commercial",-33.53
"2017-07-31","2017",7,"July","Cyprus","Net inflow","non-commercial",18.75999999999999
"2017-07-31","2017",7,"July","Hong Kong","Net inflow","non-commercial",41.42
"2017-07-31","2017",7,"July","Jordan","Net inflow","non-commercial",25.75
"2017-07-31","2017",7,"July","Greece","Net inflow","non-commercial",165.74
"2017-07-31","2017",7,"July","India","Net inflow","non-commercial",21.71
"2017-07-31","2017",7,"July","Kazakhstan","Net inflow","non-commercial",1624.74
"2017-07-31","2017",7,"July","Kyrgyzstan","Net inflow","non-commercial",36.650000000000006
"2017-07-31","2017",7,"July","Japan","Net inflow","non-commercial",-196.12
"2017-07-31","2017",7,"July","United Kingdom of Great Britain and Northern Ireland","Net inflow","non-commercial",563.77
"2017-07-31","2017",7,"July","Isle of Man","Net inflow","non-commercial",0.39
"2017-07-31","2017",7,"July","Monaco","Net inflow","non-commercial",6.92
"2017-07-31","2017",7,"July","Netherlands","Net inflow","non-commercial",163.39999999999998
"2017-07-31","2017",7,"July","Sweden","Net inflow","non-commercial",296.05
"2017-07-31","2017",7,"July","Switzerland","Net inflow","non-commercial",187.70000000000002
"2017-07-31","2017",7,"July","Czechia","Net inflow","non-commercial",56.33000000000001
"2017-07-31","2017",7,"July","China","Net inflow","non-commercial",-414.91
"2017-07-31","2017",7,"July","Portugal","Net inflow","non-commercial",-30.72
"2017-07-31","2017",7,"July","Russian Federation","Net inflow","non-commercial",92213.9
"2017-07-31","2017",7,"July","Saudi Arabia","Net inflow","non-commercial",31.01
"2017-07-31","2017",7,"July","Singapore","Net inflow","non-commercial",16.3
"2017-07-31","2017",7,"July","Georgia","Net inflow","non-commercial",-119.11000000000001
"2017-07-31","2017",7,"July","Uzbekistan","Net inflow","non-commercial",204
"2017-07-31","2017",7,"July","Ukraine","Net inflow","non-commercial",97.45000000000005
"2017-07-31","2017",7,"July","Qatar","Net inflow","non-commercial",55.27
"2017-07-31","2017",7,"July","Kuwait","Net inflow","non-commercial",56.04
"2017-07-31","2017",7,"July","France","Net inflow","non-commercial",997.4100000000001
"2017-07-31","2017",7,"July","Others","Net inflow","non-commercial",628.2200000000012
"2017-07-31","2017",7,"July","Total","Net inflow","non-commercial",107430.90999999999
"2017-08-31","2017",8,"August","Australia","Inflow","total",278.48
"2017-08-31","2017",8,"August","Austria","Inflow","total",787.48
"2017-08-31","2017",8,"August","United Arab Emirates","Inflow","total",4467.64
"2017-08-31","2017",8,"August","USA","Inflow","total",15739.63
"2017-08-31","2017",8,"August","Belgium","Inflow","total",848.57
"2017-08-31","2017",8,"August","Belarus","Inflow","total",210.75
"2017-08-31","2017",8,"August","Bulgaria","Inflow","total",636.52
"2017-08-31","2017",8,"August","Germany","Inflow","total",3711.28
"2017-08-31","2017",8,"August","Denmark","Inflow","total",439
"2017-08-31","2017",8,"August","Egypt","Inflow","total",3.46
"2017-08-31","2017",8,"August","Turkey","Inflow","total",121.09
"2017-08-31","2017",8,"August","Israel","Inflow","total",308.4
"2017-08-31","2017",8,"August","Spain","Inflow","total",766.72
"2017-08-31","2017",8,"August","Ireland","Inflow","total",325.19
"2017-08-31","2017",8,"August","Italy","Inflow","total",993.33
"2017-08-31","2017",8,"August","Iran","Inflow","total",390.91
"2017-08-31","2017",8,"August","Poland","Inflow","total",535.22
"2017-08-31","2017",8,"August","Latvia","Inflow","total",775.05
"2017-08-31","2017",8,"August","Luxembourg","Inflow","total",50.73
"2017-08-31","2017",8,"August","Lebanon","Inflow","total",669.91
"2017-08-31","2017",8,"August","Liechtenstein","Inflow","total",60.27
"2017-08-31","2017",8,"August","Lithuania","Inflow","total",51.7
"2017-08-31","2017",8,"August","Canada","Inflow","total",722.66
"2017-08-31","2017",8,"August","Korea","Inflow","total",69.27
"2017-08-31","2017",8,"August","Cyprus","Inflow","total",228.69
"2017-08-31","2017",8,"August","Hong Kong","Inflow","total",276.8
"2017-08-31","2017",8,"August","Jordan","Inflow","total",52.58
"2017-08-31","2017",8,"August","Greece","Inflow","total",421.66
"2017-08-31","2017",8,"August","India","Inflow","total",172.48
"2017-08-31","2017",8,"August","Kazakhstan","Inflow","total",2276.16
"2017-08-31","2017",8,"August","Kyrgyzstan","Inflow","total",45.33
"2017-08-31","2017",8,"August","Japan","Inflow","total",81.88
"2017-08-31","2017",8,"August","United Kingdom of Great Britain and Northern Ireland","Inflow","total",1823.44
"2017-08-31","2017",8,"August","Isle of Man","Inflow","total",3.46
"2017-08-31","2017",8,"August","Monaco","Inflow","total",523.27
"2017-08-31","2017",8,"August","Netherlands","Inflow","total",415.52
"2017-08-31","2017",8,"August","Sweden","Inflow","total",728.21
"2017-08-31","2017",8,"August","Switzerland","Inflow","total",3870.75
"2017-08-31","2017",8,"August","Czechia","Inflow","total",492.82
"2017-08-31","2017",8,"August","China","Inflow","total",451.96
"2017-08-31","2017",8,"August","Portugal","Inflow","total",41.77
"2017-08-31","2017",8,"August","Russian Federation","Inflow","total",118932.24
"2017-08-31","2017",8,"August","Saudi Arabia","Inflow","total",118.37
"2017-08-31","2017",8,"August","Singapore","Inflow","total",1539.23
"2017-08-31","2017",8,"August","Georgia","Inflow","total",2664.45
"2017-08-31","2017",8,"August","Uzbekistan","Inflow","total",273.3
"2017-08-31","2017",8,"August","Ukraine","Inflow","total",886.21
"2017-08-31","2017",8,"August","Qatar","Inflow","total",129.18
"2017-08-31","2017",8,"August","Kuwait","Inflow","total",365.39
"2017-08-31","2017",8,"August","France","Inflow","total",2265.1
"2017-08-31","2017",8,"August","Others","Inflow","total",2465.2099999999627
"2017-08-31","2017",8,"August","Total","Inflow","total",174508.72
"2017-08-31","2017",8,"August","Australia","Outflow","total",93.01
"2017-08-31","2017",8,"August","Austria","Outflow","total",204.01
"2017-08-31","2017",8,"August","United Arab Emirates","Outflow","total",1681.09
"2017-08-31","2017",8,"August","USA","Outflow","total",10193.54
"2017-08-31","2017",8,"August","Belgium","Outflow","total",560.02
"2017-08-31","2017",8,"August","Belarus","Outflow","total",111.89
"2017-08-31","2017",8,"August","Bulgaria","Outflow","total",196.5
"2017-08-31","2017",8,"August","Germany","Outflow","total",2133.89
"2017-08-31","2017",8,"August","Denmark","Outflow","total",7.44
"2017-08-31","2017",8,"August","Egypt","Outflow","total",73.21
"2017-08-31","2017",8,"August","Turkey","Outflow","total",910.85
"2017-08-31","2017",8,"August","Israel","Outflow","total",115.38
"2017-08-31","2017",8,"August","Spain","Outflow","total",1586.92
"2017-08-31","2017",8,"August","Ireland","Outflow","total",14.88
"2017-08-31","2017",8,"August","Italy","Outflow","total",639.82
"2017-08-31","2017",8,"August","Iran","Outflow","total",106.37
"2017-08-31","2017",8,"August","Poland","Outflow","total",456.38
"2017-08-31","2017",8,"August","Latvia","Outflow","total",1084.48
"2017-08-31","2017",8,"August","Luxembourg","Outflow","total",46.21
"2017-08-31","2017",8,"August","Lebanon","Outflow","total",335.65
"2017-08-31","2017",8,"August","Liechtenstein","Outflow","total",0
"2017-08-31","2017",8,"August","Lithuania","Outflow","total",41.56
"2017-08-31","2017",8,"August","Canada","Outflow","total",842.72
"2017-08-31","2017",8,"August","Korea","Outflow","total",123.96
"2017-08-31","2017",8,"August","Cyprus","Outflow","total",723.14
"2017-08-31","2017",8,"August","Hong Kong","Outflow","total",1630.54
"2017-08-31","2017",8,"August","Jordan","Outflow","total",3.47
"2017-08-31","2017",8,"August","Greece","Outflow","total",854.36
"2017-08-31","2017",8,"August","India","Outflow","total",72
"2017-08-31","2017",8,"August","Kazakhstan","Outflow","total",242.11
"2017-08-31","2017",8,"August","Kyrgyzstan","Outflow","total",41.75
"2017-08-31","2017",8,"August","Japan","Outflow","total",2312.01
"2017-08-31","2017",8,"August","United Kingdom of Great Britain and Northern Ireland","Outflow","total",1439.53
"2017-08-31","2017",8,"August","Isle of Man","Outflow","total",0
"2017-08-31","2017",8,"August","Monaco","Outflow","total",80.85
"2017-08-31","2017",8,"August","Netherlands","Outflow","total",745.18
"2017-08-31","2017",8,"August","Sweden","Outflow","total",100.25
"2017-08-31","2017",8,"August","Switzerland","Outflow","total",6595.63
"2017-08-31","2017",8,"August","Czechia","Outflow","total",433.83
"2017-08-31","2017",8,"August","China","Outflow","total",7387.6
"2017-08-31","2017",8,"August","Portugal","Outflow","total",88.93
"2017-08-31","2017",8,"August","Russian Federation","Outflow","total",24915.17
"2017-08-31","2017",8,"August","Saudi Arabia","Outflow","total",0
"2017-08-31","2017",8,"August","Singapore","Outflow","total",57.87
"2017-08-31","2017",8,"August","Georgia","Outflow","total",2341.36
"2017-08-31","2017",8,"August","Uzbekistan","Outflow","total",115.94
"2017-08-31","2017",8,"August","Ukraine","Outflow","total",1048.48
"2017-08-31","2017",8,"August","Qatar","Outflow","total",2.15
"2017-08-31","2017",8,"August","Kuwait","Outflow","total",96.87
"2017-08-31","2017",8,"August","France","Outflow","total",1243.24
"2017-08-31","2017",8,"August","Others","Outflow","total",1321.820000000007
"2017-08-31","2017",8,"August","Total","Outflow","total",75453.86
"2017-08-31","2017",8,"August","Australia","Net inflow","total",185.47000000000003
"2017-08-31","2017",8,"August","Austria","Net inflow","total",583.47
"2017-08-31","2017",8,"August","United Arab Emirates","Net inflow","total",2786.55
"2017-08-31","2017",8,"August","USA","Net inflow","total",5546.089999999998
"2017-08-31","2017",8,"August","Belgium","Net inflow","total",288.55000000000007
"2017-08-31","2017",8,"August","Belarus","Net inflow","total",98.86
"2017-08-31","2017",8,"August","Bulgaria","Net inflow","total",440.02
"2017-08-31","2017",8,"August","Germany","Net inflow","total",1577.3900000000003
"2017-08-31","2017",8,"August","Denmark","Net inflow","total",431.56
"2017-08-31","2017",8,"August","Egypt","Net inflow","total",-69.75
"2017-08-31","2017",8,"August","Turkey","Net inflow","total",-789.76
"2017-08-31","2017",8,"August","Israel","Net inflow","total",193.01999999999998
"2017-08-31","2017",8,"August","Spain","Net inflow","total",-820.2
"2017-08-31","2017",8,"August","Ireland","Net inflow","total",310.31
"2017-08-31","2017",8,"August","Italy","Net inflow","total",353.51
"2017-08-31","2017",8,"August","Iran","Net inflow","total",284.54
"2017-08-31","2017",8,"August","Poland","Net inflow","total",78.84000000000003
"2017-08-31","2017",8,"August","Latvia","Net inflow","total",-309.43000000000006
"2017-08-31","2017",8,"August","Luxembourg","Net inflow","total",4.519999999999996
"2017-08-31","2017",8,"August","Lebanon","Net inflow","total",334.26
"2017-08-31","2017",8,"August","Liechtenstein","Net inflow","total",60.27
"2017-08-31","2017",8,"August","Lithuania","Net inflow","total",10.14
"2017-08-31","2017",8,"August","Canada","Net inflow","total",-120.06000000000006
"2017-08-31","2017",8,"August","Korea","Net inflow","total",-54.69
"2017-08-31","2017",8,"August","Cyprus","Net inflow","total",-494.45
"2017-08-31","2017",8,"August","Hong Kong","Net inflow","total",-1353.74
"2017-08-31","2017",8,"August","Jordan","Net inflow","total",49.11
